id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31
16064,6,3,43,116,16,53,5,17,12,16,14,6,10,3,12,5,1,4,3,0,0
16065,6,4,85,191,49,68,8,25,21,30,10,15,12,5,6,15,2,9,7,1,1
16066,6,3,59,136,35,54,8,23,24,24,6,18,10,2,4,10,1,3,5,2,1
16067,6,3,72,161,32,75,9,27,23,20,9,7,11,3,7,9,1,5,4,1,0
16068,6,4,94,197,52,96,8,35,19,25,19,19,10,6,10,13,2,9,12,5,0
16069,6,2,24,70,8,34,3,9,10,11,8,4,5,2,7,2,2,3,2,0,0
16070,6,3,74,193,42,78,10,30,19,28,13,20,11,4,11,12,8,11,6,2,1
16071,6,3,61,139,30,60,6,17,18,17,9,12,7,5,9,13,4,5,2,2,1
16072,6,3,76,174,45,74,7,37,25,25,13,19,10,4,9,13,4,5,5,3,0
16073,6,3,65,150,41,64,6,32,19,24,5,12,9,5,8,9,3,8,2,2,0
16074,6,3,49,118,27,49,4,22,19,14,11,9,6,4,7,9,4,2,4,1,5
16075,6,3,109,257,60,110,13,35,32,38,26,25,14,5,13,20,4,9,2,8,2
16076,6,3,76,151,35,58,5,20,19,19,14,15,7,5,4,11,6,10,1,2,0
16077,6,4,87,205,40,80,10,24,28,24,15,10,12,4,15,15,9,6,5,1,2
16078,6,1,26,60,13,25,2,9,7,9,4,7,3,2,4,3,2,1,3,0,0
16079,6,3,51,125,25,58,6,21,14,19,2,14,8,4,3,8,1,11,2,1,0
16080,6,3,70,179,32,71,7,33,29,31,13,13,9,4,11,9,1,8,4,2,4
16081,6,3,81,212,50,83,8,26,28,31,13,22,9,7,9,10,6,14,3,7,3
16082,6,4,95,208,50,89,7,29,28,36,10,13,8,6,11,14,3,9,6,1,5
16083,6,4,106,251,63,93,11,41,36,40,18,21,13,5,7,17,3,7,8,3,3
16084,6,4,86,173,47,68,6,27,21,24,11,19,11,3,6,16,2,7,4,4,4
16085,6,4,112,275,62,121,9,48,38,39,25,22,14,6,10,15,6,11,10,4,2
16086,6,0,51,125,25,44,5,17,16,16,5,11,8,3,5,6,2,5,2,1,9
16087,6,4,92,231,40,94,11,35,26,31,16,12,16,7,9,15,4,10,4,2,0
16088,6,3,49,106,31,48,5,13,12,16,8,12,7,3,6,13,0,4,1,0,1
16089,6,3,59,134,31,55,7,15,17,17,13,11,12,2,6,9,2,3,4,2,1
16090,6,3,83,194,47,75,10,22,25,25,13,15,15,5,12,16,4,10,4,1,7
16091,6,3,80,195,43,86,9,29,27,26,18,15,10,5,8,12,2,12,6,3,2
16092,6,4,78,185,40,70,7,21,21,22,19,16,11,6,11,13,3,10,6,1,0
16093,6,2,58,164,29,67,8,26,16,25,16,10,11,3,7,9,8,3,2,2,0
16094,6,3,53,122,26,52,6,17,13,16,6,8,13,1,7,11,3,7,3,2,1
16095,6,3,84,170,47,79,10,24,22,22,16,22,12,2,5,14,3,4,6,3,4
16096,6,3,80,167,42,71,8,25,20,30,9,16,14,2,4,16,1,10,5,7,2
16097,6,3,74,160,41,54,6,22,22,26,16,20,7,5,7,9,1,6,6,2,2
16098,6,2,54,139,18,52,7,20,19,19,7,2,8,3,7,9,3,3,1,0,3
16099,6,1,39,75,20,36,4,21,4,16,3,5,6,2,1,7,1,2,1,2,0
16100,6,4,78,179,36,75,5,17,24,26,15,11,5,3,9,16,1,9,5,3,0
16101,6,3,65,174,27,69,8,25,23,31,13,13,10,5,14,12,4,5,1,3,1
16102,6,2,62,145,35,56,8,24,15,23,8,17,9,3,7,7,1,8,2,4,0
16103,6,0,8,20,6,9,1,0,2,3,0,2,2,1,0,2,1,1,0,1,0
16104,6,4,82,187,37,91,10,25,16,24,14,17,11,4,14,18,1,15,3,4,0
16105,6,3,103,250,59,90,12,35,26,44,16,19,15,6,14,20,2,12,7,2,3
16106,6,3,55,135,36,44,7,19,16,22,10,15,11,2,7,13,2,7,1,0,0
16107,6,4,71,157,40,68,9,23,18,28,12,19,10,3,6,18,2,8,3,2,0
16108,6,3,59,133,32,63,4,16,20,13,12,12,5,4,7,9,3,6,4,3,0
16109,6,3,69,199,24,73,9,27,20,24,10,13,10,4,8,11,8,14,5,2,7
16110,6,2,18,49,6,18,3,8,7,10,2,3,4,1,1,3,1,1,1,1,0
16111,6,2,61,159,31,59,6,22,14,25,14,14,7,6,2,10,3,15,2,2,2
16112,6,3,79,207,41,87,10,33,29,35,12,18,12,5,11,10,5,8,4,2,3
16113,6,0,34,93,18,36,3,12,12,12,5,6,5,2,2,6,4,5,1,1,1
16114,6,1,66,149,35,57,7,23,20,19,13,20,16,1,8,12,4,2,4,2,3
16115,6,3,65,124,30,51,6,27,13,13,11,15,7,5,6,8,5,5,3,2,3
16116,6,4,104,246,59,103,10,27,34,35,18,22,12,7,20,14,5,8,4,4,4
16117,6,4,103,231,58,86,11,35,26,34,12,26,17,4,7,21,5,13,3,8,4
16118,6,2,80,180,39,69,9,37,20,30,5,8,10,4,8,9,6,7,0,2,3
16119,6,4,75,160,38,66,7,23,25,29,12,9,10,5,4,18,1,6,1,0,2
16120,6,3,55,113,32,45,5,22,16,18,9,10,7,4,4,10,3,4,0,1,4
16121,6,3,82,166,44,74,6,17,17,18,14,17,10,4,14,15,3,9,5,3,0
16122,6,3,53,143,24,60,6,21,19,21,8,6,8,4,3,8,2,7,2,1,3
16123,6,3,85,191,36,83,9,35,24,31,14,11,11,4,10,13,4,7,1,0,1
16124,6,4,129,315,78,124,13,53,36,42,27,31,14,10,18,15,9,12,14,7,1
16125,6,3,36,77,19,39,4,14,13,8,6,6,5,2,3,10,0,3,0,1,0
16126,6,2,58,137,28,57,4,22,15,19,9,18,8,4,3,9,4,7,2,1,1
16127,6,4,93,200,48,92,7,29,26,30,16,19,8,6,8,12,5,6,8,3,1
16128,6,4,70,159,37,63,7,30,14,28,14,12,10,5,4,9,1,10,4,0,0
16129,6,3,65,148,31,65,7,20,20,20,15,9,9,3,7,16,3,5,5,2,1
16130,6,1,43,105,26,43,3,16,13,18,7,9,4,3,6,9,0,5,1,0,2
16131,6,2,30,70,19,19,4,13,10,12,3,8,5,1,0,7,1,3,4,2,0
16132,6,4,96,202,54,92,8,23,31,30,11,19,10,7,14,18,6,6,6,4,2
16133,6,3,62,174,34,69,8,39,21,33,11,14,9,5,7,5,5,7,8,4,2
16134,6,3,65,172,35,65,4,32,27,28,10,12,4,4,12,12,1,7,2,3,7
16135,6,2,39,88,18,40,5,15,6,12,5,10,9,0,3,5,2,5,3,4,2
16136,6,4,100,202,50,99,9,37,27,31,12,14,13,5,14,18,1,8,4,1,1
16137,6,3,59,137,32,53,7,17,17,18,12,15,11,2,8,13,2,5,2,1,2
16138,6,3,57,142,25,66,7,22,21,19,9,7,11,2,11,13,2,6,1,1,0
16139,6,2,20,62,9,24,2,12,7,12,5,4,5,1,2,4,1,6,0,1,0
16140,6,4,87,201,44,85,9,28,24,28,21,17,11,5,8,15,3,9,7,1,4
16141,6,1,63,133,35,47,6,17,11,18,8,9,7,5,5,9,3,10,2,0,2
16142,6,1,16,33,7,16,1,7,4,4,1,3,2,1,2,3,0,3,1,0,0
16143,6,4,100,235,47,106,8,42,34,36,13,18,9,6,13,18,5,11,7,4,1
16144,6,2,43,100,23,40,4,16,14,17,5,7,5,2,5,8,2,7,3,1,0
16145,6,4,75,172,36,71,9,23,25,25,14,14,13,3,8,14,2,5,4,0,1
16146,6,0,24,58,11,25,2,4,7,4,0,3,4,1,3,2,1,5,1,0,1
16147,6,2,51,133,30,56,6,27,17,19,14,13,7,3,6,8,6,4,3,1,2
16148,6,2,40,93,20,29,4,9,14,6,9,12,4,2,4,7,4,3,3,1,3
16149,6,4,99,210,44,89,9,27,26,25,18,16,14,6,10,17,4,13,6,0,1
16150,6,3,67,180,25,78,6,31,22,27,12,11,8,5,6,9,4,11,5,1,2
16151,6,3,28,67,15,25,3,8,8,11,6,3,5,2,3,6,0,3,2,0,1
16152,6,3,65,139,30,50,6,23,20,19,9,15,7,4,6,6,1,7,5,3,0
16153,6,3,53,116,28,52,3,25,11,16,9,13,5,2,8,6,0,5,4,1,2
16154,6,4,64,142,35,54,8,19,17,19,13,14,12,2,7,7,1,8,3,1,3
16155,6,2,52,131,25,46,5,18,14,24,8,14,6,4,5,7,2,11,4,2,1
16156,6,2,91,193,53,82,9,38,22,28,16,25,10,6,7,15,3,12,7,6,1
16157,6,3,77,179,40,69,8,24,19,27,11,15,12,6,17,16,1,10,3,2,2
16158,6,3,57,123,29,56,7,16,15,16,7,9,9,1,10,11,3,6,2,1,0
16159,6,4,63,149,35,58,7,23,21,20,12,14,8,5,7,12,3,7,0,0,4
16160,6,4,69,173,38,67,8,32,22,26,12,12,12,4,9,10,2,4,4,4,1
16161,6,4,103,246,63,91,11,34,37,42,24,26,16,6,9,18,3,11,6,7,1
16162,6,3,67,155,34,70,6,18,17,22,16,13,10,4,11,16,3,5,0,0,1
16163,6,3,61,146,34,57,6,21,13,28,11,15,7,4,8,9,1,10,5,2,0
16164,6,2,53,137,26,64,5,23,18,16,8,13,7,4,11,7,7,5,3,4,0
16165,6,2,51,110,26,47,6,11,16,13,6,14,8,3,6,9,1,3,3,2,0
16166,6,3,89,187,42,72,9,29,32,31,15,19,10,5,4,12,3,7,6,0,1
16167,6,3,48,124,23,58,6,21,20,22,8,10,8,3,4,9,0,6,3,1,0
16168,6,2,75,172,36,61,7,29,16,28,10,6,9,5,2,7,6,10,5,1,0
16169,6,3,89,194,46,67,9,25,27,25,17,25,14,4,10,13,1,5,6,5,2
16170,6,0,31,61,9,25,3,12,5,9,1,5,6,0,4,6,1,1,2,1,0
16171,6,4,82,190,42,79,10,26,21,28,13,16,14,3,6,12,3,13,5,2,3
16172,6,3,70,187,32,83,9,31,29,26,18,9,11,3,8,6,4,3,7,2,6
16173,6,4,97,229,58,88,11,38,36,38,13,22,12,6,11,14,5,4,6,0,3
16174,6,2,64,130,30,53,7,17,13,17,14,16,11,2,8,7,6,2,5,3,0
16175,6,2,61,131,31,56,5,12,19,19,13,7,8,2,6,16,2,7,2,0,2
16176,6,2,72,172,33,59,6,21,25,21,7,9,6,4,9,6,7,3,6,0,0
16177,6,2,67,162,35,60,7,36,21,26,10,20,8,5,2,9,1,12,8,5,0
16178,6,3,71,187,39,73,5,17,28,22,19,13,6,4,9,15,6,4,3,1,5
16179,6,3,32,79,17,34,4,0,3,1,0,7,6,1,1,1,1,0,0,1,0
16180,6,3,67,152,36,58,7,31,16,26,11,13,8,5,5,7,2,6,2,1,2
16181,6,4,82,184,41,84,8,27,26,24,15,14,9,5,7,12,3,6,7,0,1
16182,6,3,58,115,30,50,6,17,12,16,13,9,11,0,8,10,1,3,1,0,1
16183,6,4,65,141,28,65,4,28,18,18,13,6,15,2,8,12,3,3,1,0,3
16184,6,2,44,89,22,37,4,14,12,13,3,8,4,3,3,8,2,4,2,0,0
16185,6,4,78,193,38,78,10,17,31,19,16,13,12,5,12,20,2,5,6,2,2
16186,6,3,61,163,38,53,8,28,15,28,10,15,13,2,4,13,4,14,3,2,1
16187,6,2,23,66,13,22,4,13,6,11,4,5,5,1,1,5,1,6,0,3,0
16188,6,2,66,141,38,62,4,23,17,26,9,18,6,4,4,8,1,6,6,6,2
16189,6,3,69,159,40,52,8,30,18,31,12,13,10,4,5,8,3,4,6,3,1
16190,6,4,91,225,55,91,10,44,28,42,16,18,15,7,8,19,2,13,5,3,0
16191,6,3,78,188,39,86,9,30,24,23,18,13,12,4,11,11,5,7,5,3,6
16192,6,2,22,48,10,22,2,4,9,4,5,6,3,1,1,5,0,2,1,0,1
16193,6,3,66,169,37,71,7,19,21,24,11,13,8,6,6,11,2,7,5,2,2
16194,6,4,114,258,44,121,10,30,30,43,12,14,12,6,17,30,6,9,2,4,3
16195,6,2,39,83,25,29,4,12,9,14,6,9,5,2,1,9,2,4,1,1,2
16196,6,4,90,229,48,91,13,47,34,34,15,16,15,4,13,14,1,7,8,1,1
16197,6,3,85,184,54,77,8,24,26,23,17,19,9,7,14,15,2,7,5,2,0
16198,6,4,116,287,67,114,16,46,25,44,23,23,21,6,13,14,9,15,8,9,2
16199,6,3,91,213,46,83,10,40,21,34,17,19,14,6,8,8,5,9,4,4,0
16200,6,2,39,96,21,37,4,15,12,14,7,9,6,3,5,6,2,5,1,0,0
16201,6,4,69,172,27,73,10,24,16,25,13,9,11,2,6,11,1,15,7,1,4
16202,6,3,73,164,42,68,5,19,19,21,13,16,7,5,14,10,4,4,6,4,0
16203,6,3,85,192,44,72,9,30,23,25,13,12,13,5,7,11,6,7,4,2,2
16204,6,3,44,100,25,55,3,18,9,19,6,4,12,0,2,11,1,5,2,1,2
16205,6,2,20,52,14,25,1,5,8,9,4,5,5,1,2,4,0,1,0,0,0
16206,6,1,15,50,11,17,2,9,9,7,1,2,2,2,1,3,1,1,0,0,0
16207,6,3,62,124,27,48,7,16,18,18,12,11,7,4,7,9,2,3,4,1,2
16208,6,4,66,152,31,72,5,24,19,19,11,9,7,5,9,11,4,8,2,0,2
16209,6,3,57,103,28,48,6,13,10,9,11,13,7,3,6,12,1,6,3,2,2
16210,6,1,41,90,24,32,4,10,12,12,9,10,6,3,4,5,3,3,0,0,1
16211,6,3,68,144,39,57,7,20,21,21,12,15,10,4,7,14,2,4,3,4,1
16212,6,4,86,197,40,76,9,32,26,24,14,15,16,5,8,13,4,6,8,0,0
16213,6,2,46,116,26,46,5,12,17,15,13,10,6,4,8,9,2,6,0,0,0
16214,6,0,48,112,24,44,7,18,12,13,5,7,9,2,5,4,3,4,3,2,3
16215,6,2,57,118,28,50,6,19,8,19,5,11,8,2,8,6,1,8,5,3,1
16216,6,1,69,178,37,67,8,26,25,31,12,17,12,4,2,16,6,11,0,5,0
16217,6,3,79,182,43,78,10,26,15,32,9,17,17,3,8,13,2,10,8,4,0
16218,6,3,65,169,30,69,7,27,20,22,9,14,10,3,11,10,7,9,3,7,2
16219,6,3,65,147,35,58,8,18,16,17,15,14,11,2,7,10,1,10,4,5,2
16220,6,3,86,218,49,81,10,42,33,32,11,16,13,4,5,9,0,7,7,4,2
16221,6,2,50,109,24,46,3,29,11,19,6,14,3,3,4,8,1,7,3,2,0
16222,6,3,85,179,35,89,8,23,23,24,14,14,10,5,10,13,0,12,4,5,0
16223,6,3,54,100,32,38,4,26,16,19,7,15,7,3,5,2,2,0,1,2,0
16224,6,2,46,116,27,43,5,17,16,21,2,12,6,4,1,14,3,8,0,0,1
16225,6,1,51,140,20,47,6,19,16,28,5,4,10,3,7,7,4,6,1,0,2
16226,6,3,65,189,36,77,11,28,21,33,14,10,12,4,10,10,3,15,4,4,0
16227,6,1,61,151,26,58,6,23,21,23,8,10,8,5,7,5,3,9,4,2,2
16228,6,2,57,162,33,66,7,24,18,26,10,8,9,3,4,15,0,11,0,0,3
16229,6,4,77,159,46,64,8,23,19,23,16,17,11,3,5,13,0,8,3,2,1
16230,6,3,63,145,29,62,5,25,18,21,10,13,6,4,6,9,2,11,6,4,0
16231,6,3,76,174,35,74,8,29,23,24,12,9,10,3,9,13,6,6,2,0,6
16232,6,3,68,172,32,76,7,19,19,26,12,15,9,5,9,13,2,8,1,2,1
16233,6,2,37,100,22,37,5,10,14,16,12,10,6,2,6,7,1,3,1,1,1
16234,6,3,61,133,30,56,6,23,17,18,7,14,7,4,4,10,2,10,3,1,2
16235,6,3,85,196,45,78,9,27,34,31,15,17,10,6,7,20,4,5,4,2,2
16236,6,1,33,76,14,35,3,9,8,11,2,7,6,1,1,10,1,5,2,2,0
16237,6,3,75,157,37,66,7,29,25,28,7,12,10,4,5,10,3,3,4,1,3
16238,6,2,22,49,12,18,2,5,3,7,9,8,5,0,6,2,0,3,0,0,0
16239,6,3,73,150,43,73,7,27,19,16,10,11,8,5,6,10,6,2,4,4,6
16240,6,2,50,119,30,48,6,16,19,17,13,8,7,3,2,7,0,6,0,0,0
16241,6,3,66,180,35,80,10,25,23,26,12,17,13,3,8,16,3,7,4,4,0
16242,6,3,95,190,43,93,7,28,19,28,14,14,8,5,7,13,7,10,7,3,1
16243,6,3,82,186,43,74,9,38,22,30,9,9,13,3,4,7,6,3,7,5,3
16244,6,0,9,33,5,14,1,3,5,7,0,2,4,0,0,3,0,3,1,0,1
16245,6,3,73,143,40,69,6,21,20,19,17,16,9,4,5,16,4,1,2,3,1
16246,6,3,159,355,84,154,14,43,53,42,30,27,17,12,18,35,8,15,6,4,2
16247,6,2,71,151,37,68,7,31,15,23,12,16,8,3,4,13,2,12,4,3,0
16248,6,3,45,106,22,45,6,14,14,16,7,7,7,2,6,10,2,4,4,1,0
16249,6,4,101,227,52,90,11,37,30,30,16,21,14,5,11,17,3,12,4,2,3
16250,6,2,64,166,40,67,8,18,20,33,12,13,10,2,5,18,2,10,0,2,1
16251,6,4,95,204,54,78,8,19,19,23,19,18,12,6,19,18,5,10,2,1,6
16252,6,3,55,143,25,55,7,22,14,22,12,11,9,3,10,10,2,10,2,1,0
16253,6,3,73,156,39,66,7,17,16,22,18,15,11,4,6,14,7,7,1,2,2
16254,6,3,84,202,45,83,9,24,21,30,17,14,10,6,10,11,5,9,4,3,6
16255,6,3,85,218,51,84,10,50,38,35,13,19,12,8,11,10,4,4,5,5,6
16256,6,0,24,53,12,24,3,7,6,5,2,3,3,1,4,1,1,3,3,2,0
16257,6,3,95,232,58,94,9,48,33,44,13,22,10,8,7,11,6,9,7,5,2
16258,6,3,40,87,16,37,3,9,12,12,11,9,4,3,3,8,2,5,0,0,2
16259,6,3,90,227,48,85,10,44,33,37,21,25,11,5,7,9,2,8,8,3,5
16260,6,4,78,163,48,60,9,27,24,33,13,16,11,2,1,11,6,5,8,4,2
16261,6,3,84,178,45,73,8,31,27,26,8,19,9,5,3,13,5,10,8,4,1
16262,6,2,33,77,21,25,4,14,8,12,5,15,6,1,0,8,1,7,4,6,0
16263,6,0,11,23,6,10,1,0,2,3,2,3,2,1,1,5,1,1,0,1,0
16264,6,4,108,226,55,111,10,39,30,30,15,25,12,6,7,19,2,11,8,3,4
16265,6,3,46,118,28,47,7,13,15,18,7,7,9,1,7,13,2,4,0,1,2
16266,6,3,69,167,35,73,4,25,25,31,8,14,8,4,8,5,0,6,5,1,4
16267,6,3,78,183,44,76,7,32,28,21,14,15,9,4,8,11,3,4,6,0,3
16268,6,3,81,168,41,59,8,24,16,23,18,22,14,3,10,12,4,7,3,2,7
16269,6,4,88,177,51,78,9,28,19,21,11,14,11,4,11,13,3,10,7,2,1
16270,6,2,50,110,28,47,4,14,18,14,6,13,6,4,2,13,2,7,1,1,0
16271,6,3,88,189,46,85,8,28,29,30,12,16,9,6,2,14,1,8,3,1,1
16272,6,4,109,223,55,86,8,39,31,37,11,18,13,6,10,12,1,10,5,3,7
16273,6,3,51,135,18,49,6,20,12,20,15,7,9,1,7,3,3,5,1,2,4
16274,6,3,73,178,44,73,10,29,19,23,13,20,14,3,13,12,6,9,8,6,0
16275,6,4,85,180,47,77,8,22,19,24,16,16,12,4,11,16,4,5,5,3,1
16276,6,2,28,68,17,27,2,9,6,15,1,5,8,0,3,4,0,2,3,0,0
16277,6,4,91,213,46,92,10,34,24,31,13,21,14,5,5,14,5,13,4,1,1
16278,6,4,67,161,35,70,8,26,17,20,17,17,16,4,11,9,3,6,5,3,1
16279,6,3,52,133,29,60,6,17,18,23,15,12,9,4,5,11,2,7,3,0,0
16280,6,3,59,138,29,60,7,19,19,18,14,13,8,3,4,10,1,5,2,1,1
16281,6,2,75,179,38,71,9,32,23,20,14,14,10,5,10,9,5,10,6,4,4
16282,6,2,30,58,18,25,3,8,8,9,7,3,5,0,3,6,0,2,0,0,0
16283,6,3,37,88,12,33,4,18,10,11,3,2,6,2,5,1,1,3,2,1,1
16284,6,3,93,207,48,78,11,34,26,31,13,20,12,4,5,15,5,13,8,5,0
16285,6,2,39,91,26,41,4,9,13,12,8,11,5,2,5,13,1,5,1,2,0
16286,6,4,86,174,44,80,7,23,21,22,16,16,12,5,9,14,2,7,3,3,1
16287,6,3,71,154,41,69,8,28,13,26,12,18,10,2,7,15,5,6,3,0,0
16288,6,1,32,85,17,41,4,8,11,12,5,4,6,2,3,7,2,1,2,1,1
16289,6,1,8,20,3,8,1,1,3,3,0,1,2,1,2,3,1,0,2,0,0
16290,6,3,52,142,25,60,7,20,14,23,9,5,9,3,9,7,0,7,1,1,0
16291,6,2,43,108,17,41,4,21,16,22,5,3,5,4,2,2,1,7,1,0,0
16292,6,3,61,149,27,62,6,17,18,12,15,13,9,4,12,12,4,7,1,1,1
16293,6,3,74,145,39,71,7,33,11,23,19,20,8,5,5,6,4,6,5,7,1
16294,6,4,126,258,75,97,12,49,31,44,24,26,24,5,7,18,7,8,8,6,2
16295,6,4,91,213,51,84,9,32,28,29,11,24,10,8,6,21,8,13,8,2,0
16296,6,3,67,164,36,66,8,18,22,24,13,17,10,3,12,11,3,4,2,2,3
16297,6,3,79,183,46,72,9,24,21,24,17,18,11,6,12,12,2,7,7,4,2
16298,6,2,58,147,33,57,6,31,19,22,14,10,10,5,5,8,0,9,5,1,2
16299,6,3,81,187,36,76,10,34,18,26,9,17,12,5,6,9,3,13,5,4,2
16300,6,4,67,153,40,62,7,23,22,21,13,15,10,3,8,13,4,5,5,2,2
16301,6,3,87,199,48,80,10,44,31,30,14,21,11,6,5,15,5,7,3,2,0
16302,6,3,64,154,34,58,8,28,21,23,11,11,11,3,5,7,3,4,1,2,2
16303,6,4,102,241,55,97,10,38,34,32,18,27,13,7,11,12,5,10,7,6,5
16304,6,4,101,224,48,97,9,39,28,36,20,13,14,7,12,12,3,12,7,1,3
16305,6,3,63,162,29,71,6,27,21,26,15,11,7,5,8,12,1,8,2,2,1
16306,6,2,51,133,23,54,7,17,16,19,7,7,9,3,4,9,0,7,5,2,1
16307,6,3,60,130,30,59,7,13,14,19,12,12,11,2,3,14,3,6,0,1,1
16308,6,2,61,136,36,52,7,23,16,23,10,14,9,2,2,11,0,5,4,0,6
16309,6,2,34,84,20,32,4,15,14,15,9,9,5,3,1,9,2,2,0,0,0
16310,6,2,34,69,19,32,2,12,10,4,5,3,2,2,4,2,0,1,4,1,0
16311,6,1,43,85,27,36,4,10,8,14,4,10,5,3,1,9,1,6,1,1,2
16312,6,3,49,105,27,49,4,17,12,16,4,9,5,3,1,11,1,7,3,3,2
16313,6,1,21,50,7,27,2,3,5,5,5,2,3,2,4,4,2,2,1,1,0
16314,6,2,45,98,23,42,5,15,9,18,5,10,6,3,6,7,1,4,3,1,0
16315,6,1,27,62,15,21,2,7,10,7,5,6,2,2,1,5,2,2,2,0,1
16316,6,2,33,80,18,33,4,16,11,17,9,4,5,1,3,5,0,2,0,0,0
16317,6,3,63,175,39,76,7,20,21,31,10,16,10,5,8,12,4,10,0,1,2
16318,6,3,93,202,46,77,10,41,22,30,15,24,12,6,7,10,6,8,3,9,0
16319,6,2,84,188,47,78,6,27,22,24,12,22,13,4,8,16,4,8,6,7,4
16320,6,3,63,169,36,72,9,25,21,28,13,16,12,3,7,12,3,11,1,3,1
16321,6,3,106,242,52,105,11,42,27,41,21,27,15,5,9,11,6,14,5,4,0
16322,6,4,80,172,49,67,9,26,18,19,14,25,10,5,6,16,4,12,4,3,6
16323,6,3,87,181,52,81,8,30,30,23,23,24,9,7,6,12,1,10,7,2,0
16324,6,3,69,143,39,63,8,19,21,19,10,17,10,3,6,11,1,8,3,1,0
16325,6,2,33,73,16,33,5,12,8,8,8,5,6,1,4,7,1,4,2,0,1
16326,6,0,6,25,4,16,1,5,1,3,3,1,3,0,2,1,1,2,0,0,0
16327,6,3,69,182,42,70,11,26,26,27,18,17,13,3,9,9,2,4,4,2,6
16328,6,1,16,50,7,19,2,5,7,5,3,5,2,1,4,3,0,5,0,0,0
16329,6,3,74,169,34,80,7,27,20,20,13,11,8,4,10,12,3,4,3,1,0
16330,6,2,55,118,31,47,6,21,13,18,10,14,7,2,3,10,0,6,4,4,1
16331,6,2,66,188,31,89,9,22,21,23,12,9,10,5,9,11,5,10,7,5,2
16332,6,3,57,147,29,41,7,15,11,26,10,14,11,2,8,3,3,7,1,5,0
16333,6,4,95,210,53,84,9,28,26,23,20,26,13,6,13,14,3,14,8,5,0
16334,6,2,46,106,24,46,5,13,19,11,7,7,6,3,6,6,0,1,4,0,0
16335,6,3,57,139,37,42,6,21,16,16,8,13,9,2,4,6,2,5,3,1,1
16336,6,2,56,121,30,47,6,24,12,20,4,11,7,3,5,9,1,6,4,2,4
16337,6,2,30,67,15,25,3,10,8,9,7,6,4,1,3,8,2,3,0,3,0
16338,6,3,61,150,30,57,8,17,20,18,12,12,10,4,9,13,2,4,5,0,0
16339,6,3,62,148,36,59,6,22,16,21,16,15,9,5,11,8,2,9,3,3,0
16340,6,4,152,359,75,159,16,59,44,54,29,24,25,7,19,24,8,12,12,5,2
16341,6,3,66,160,38,62,6,24,19,19,12,10,10,4,9,14,2,11,2,0,2
16342,6,2,33,85,16,42,5,5,9,12,5,4,6,1,4,6,1,3,2,0,1
16343,6,2,29,84,14,43,4,15,11,11,6,5,5,2,5,5,2,5,4,0,0
16344,6,3,76,163,32,65,7,22,13,21,19,9,9,5,8,12,2,9,1,0,0
16345,6,2,87,185,50,73,8,22,19,29,9,18,10,4,9,14,3,10,2,3,0
16346,6,3,70,166,43,62,8,32,18,25,10,16,13,4,12,10,3,6,1,3,3
16347,6,0,13,33,6,14,1,2,5,2,2,1,2,1,2,1,1,2,1,0,0
16348,6,1,72,167,40,60,6,31,20,26,10,22,7,4,5,13,3,11,6,5,1
16349,6,2,37,84,12,44,4,11,10,10,6,4,6,2,1,5,3,5,3,0,2
16350,6,3,92,205,56,94,7,36,27,32,16,24,8,6,12,11,4,6,2,6,1
16351,6,3,100,213,58,83,7,29,35,28,18,19,9,5,10,16,3,7,6,4,2
16352,6,3,107,228,56,73,11,45,23,29,15,21,12,6,16,8,7,4,5,8,8
16353,6,1,36,99,18,41,5,20,16,12,3,7,6,2,0,7,2,5,2,2,1
16354,6,3,66,125,31,53,5,17,15,10,9,8,6,5,8,10,3,7,1,0,1
16355,6,3,45,124,25,43,5,19,17,20,10,10,10,2,8,8,2,2,3,1,1
16356,6,4,94,223,51,90,10,45,27,35,17,20,13,5,6,13,2,13,11,5,0
16357,6,3,95,198,58,73,8,33,31,30,14,16,10,6,8,18,1,9,6,2,1
16358,6,2,33,71,20,32,3,11,10,13,4,8,5,1,3,6,1,1,1,0,3
16359,6,2,33,80,21,26,5,9,10,10,11,7,6,2,7,5,2,3,0,2,1
16360,6,3,62,125,34,50,6,12,15,18,14,17,9,3,5,13,2,5,2,2,5
16361,6,3,82,180,48,68,6,25,23,23,11,22,9,5,7,15,6,10,4,4,2
16362,6,2,47,123,25,47,7,12,13,15,8,11,9,3,9,5,3,6,0,2,0
16363,6,3,81,196,36,75,8,28,24,28,11,10,13,4,14,12,3,7,6,4,1
16364,6,3,68,152,42,61,10,17,21,26,12,22,11,1,5,18,2,11,4,3,0
16365,6,0,2,3,1,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
16366,6,3,69,147,37,58,8,23,19,22,10,14,9,4,5,6,3,8,1,1,1
16367,6,1,30,65,11,24,2,13,10,12,4,7,3,1,1,1,1,4,2,1,0
16368,6,2,44,120,16,57,4,15,5,16,9,3,10,2,10,4,5,6,2,3,1
16369,6,3,76,173,44,66,8,23,20,23,15,20,10,6,8,17,7,11,2,4,0
16370,6,2,27,86,14,38,4,16,10,15,7,9,6,2,2,7,1,5,3,3,0
16371,6,4,99,211,53,99,9,27,26,31,11,20,10,7,13,14,3,10,7,3,0
