id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19
1621,1,10,161,398,77,134,16,58,42,36,45,46,20,8,18,35
1622,1,10,262,742,126,286,32,108,87,67,54,58,37,21,44,39
1623,1,9,144,444,67,170,18,54,63,38,24,20,19,9,40,24
1624,1,8,115,373,50,155,16,48,42,35,11,14,25,5,25,22
1625,1,8,112,316,51,115,16,50,36,20,20,9,18,9,12,15
1626,1,8,192,427,103,167,21,65,53,26,24,34,34,6,27,35
1627,1,8,109,275,43,102,11,49,36,29,18,19,18,6,14,20
1628,1,10,181,474,93,196,25,69,50,32,25,32,38,8,32,41
1629,1,10,142,508,61,201,22,68,55,45,18,17,28,11,29,18
1630,1,10,198,508,104,189,21,95,57,58,23,32,26,13,25,35
1631,1,8,100,340,46,111,17,45,26,32,21,12,22,7,24,25
1632,1,8,129,425,57,179,14,38,51,29,25,18,18,6,42,18
1633,1,8,98,224,55,72,10,50,24,19,14,19,16,4,6,14
1634,1,8,119,343,47,123,14,47,51,29,22,16,15,11,24,26
1635,1,10,115,289,41,123,12,54,42,24,21,13,17,6,17,29
1636,1,10,218,510,87,211,13,62,69,32,28,38,16,13,25,62
1637,1,8,111,302,49,111,12,59,18,31,12,18,20,6,24,13
1638,1,8,105,284,52,111,12,41,29,22,18,15,18,6,20,25
1639,1,10,136,414,59,162,21,54,35,29,21,17,24,8,24,29
1640,1,8,94,299,32,104,14,42,15,29,20,9,21,5,19,19
1641,1,8,81,276,50,81,12,67,32,33,24,17,23,6,9,8
1642,1,8,119,298,65,108,11,53,37,33,18,29,15,8,22,21
1643,1,11,178,462,84,176,23,67,48,40,33,40,37,6,42,31
1644,1,8,130,339,61,130,14,65,40,21,27,16,20,9,20,24
1645,1,11,260,515,130,189,26,91,70,39,43,57,35,9,32,64
1646,1,8,85,301,44,96,15,41,46,19,13,14,26,2,20,23
1647,1,6,76,180,41,51,8,33,28,12,19,11,17,1,13,19
1648,1,11,176,414,98,161,16,60,39,26,43,41,29,7,26,42
1649,1,9,143,337,64,117,14,55,40,31,23,15,21,6,28,27
1650,1,8,112,365,47,149,16,50,35,29,24,22,19,8,29,16
1651,1,9,158,393,77,184,15,66,52,35,22,29,33,3,20,42
1652,1,8,95,218,61,74,9,43,25,16,25,33,18,3,12,19
1653,1,8,91,271,37,109,12,38,30,20,17,5,13,8,14,17
1654,1,9,197,454,102,163,20,74,37,37,34,47,29,11,27,43
1655,1,8,98,243,51,103,13,36,26,14,13,9,20,3,18,23
1656,1,8,91,257,35,98,13,44,23,15,14,9,19,5,11,7
1657,1,8,110,303,58,107,12,33,34,14,22,25,13,9,29,29
1658,1,9,150,382,58,125,18,50,41,38,18,15,20,7,26,34
1659,1,9,142,442,72,157,18,56,52,41,43,25,21,10,27,33
1660,1,8,126,343,51,120,14,32,36,18,34,25,25,4,31,35
1661,1,10,159,453,85,154,21,61,64,31,23,21,28,10,32,38
1662,1,8,139,370,71,130,13,55,42,33,18,21,16,9,20,19
1663,1,9,140,341,60,121,16,44,39,29,17,13,23,7,30,26
1664,1,8,115,379,52,135,19,61,36,40,20,15,31,3,23,11
1665,1,9,189,444,107,172,21,76,46,49,33,46,38,3,21,38
1666,1,9,150,481,75,204,25,73,63,57,38,13,32,8,30,23
1667,1,10,151,358,68,151,17,51,38,35,19,22,19,11,18,45
1668,1,9,141,459,54,168,20,72,57,39,31,10,26,10,25,35
1669,1,10,248,591,126,235,29,112,62,66,34,49,36,16,24,43
1670,1,9,122,395,40,146,17,46,40,39,30,8,26,4,26,25
1671,1,11,245,592,107,211,28,86,66,45,53,40,35,11,32,41
1672,1,6,82,195,42,85,7,33,22,13,14,11,14,5,14,24
1673,1,5,37,93,11,44,4,5,10,4,6,3,8,2,9,12
1675,1,11,194,551,76,194,26,78,55,37,50,13,31,12,50,31
1676,1,8,79,303,31,94,14,43,34,22,15,7,16,9,11,11
1677,1,10,164,470,73,146,19,68,38,46,24,24,45,6,35,36
1678,1,8,150,354,73,129,14,42,49,36,18,29,16,8,23,27
1679,1,8,124,314,64,125,16,39,28,32,19,29,29,4,27,25
1680,1,8,110,403,25,130,5,74,49,34,19,7,6,5,11,20
1681,1,6,49,162,20,57,6,17,14,10,14,6,12,3,4,16
1682,1,8,136,333,76,136,16,39,40,30,31,22,23,5,26,27
1683,1,7,100,227,49,100,11,39,30,21,22,22,22,3,14,14
1684,1,8,124,312,58,117,12,42,29,17,35,27,20,6,27,21
1685,1,8,151,379,84,133,15,71,54,38,23,25,23,8,21,25
1686,1,5,41,117,18,32,4,19,9,10,8,0,7,4,3,7
1687,1,10,240,672,107,293,29,78,63,62,45,48,38,14,34,58
1688,1,8,152,414,54,175,17,71,44,31,25,18,22,9,32,18
1689,1,7,88,194,27,76,4,22,17,16,16,9,23,0,15,20
1690,1,9,147,368,79,129,15,54,46,32,21,30,22,7,10,38
1691,1,11,211,503,95,196,18,79,54,41,34,39,24,11,21,44
1692,1,9,155,388,79,150,17,49,44,30,29,29,26,8,17,41
1693,1,10,172,477,80,148,18,60,54,31,23,23,19,12,42,27
1694,1,10,171,488,62,193,20,65,52,28,17,13,25,11,46,30
1695,1,9,159,437,79,147,20,73,48,41,30,28,31,4,17,30
1696,1,9,152,369,80,143,13,54,53,25,20,24,17,10,14,39
1697,1,8,116,353,45,122,15,45,35,37,25,10,28,6,22,20
1698,1,8,176,455,77,185,20,56,51,29,32,22,26,12,24,37
1699,1,8,123,321,48,119,15,46,35,22,21,17,22,5,8,37
1700,1,9,156,425,83,146,21,81,53,50,26,18,28,9,25,15
1701,1,8,106,301,60,117,12,49,25,24,17,22,18,9,22,26
1702,1,8,74,209,38,69,8,34,19,21,18,9,17,3,7,16
1703,1,11,210,513,121,172,23,92,58,26,41,41,27,11,36,29
1704,1,8,116,346,58,119,20,49,35,30,22,16,25,5,19,22
1705,1,12,176,445,100,143,20,63,37,52,37,39,27,11,24,32
1706,1,6,95,207,45,87,10,32,30,19,12,18,14,4,9,21
1707,1,7,68,239,26,94,13,35,23,20,8,6,16,3,11,14
1708,1,7,71,198,28,74,6,26,15,28,13,11,7,3,9,17
1709,1,8,106,381,61,131,13,47,35,27,26,20,38,4,31,14
1710,1,9,165,454,76,186,19,54,66,30,28,29,27,10,21,44
1711,1,6,67,221,31,67,9,46,24,20,15,13,14,3,9,7
1712,1,9,168,427,93,154,17,67,55,38,22,33,22,10,31,39
1713,1,8,134,359,56,132,21,49,27,24,19,11,26,4,22,16
1714,1,6,69,259,30,111,8,25,27,3,7,14,12,6,17,17
1715,1,10,227,538,97,213,22,74,69,24,36,33,30,12,19,48
1716,1,7,86,290,43,104,8,35,40,27,12,14,9,6,28,24
1717,1,8,180,427,75,154,22,79,49,53,36,17,31,4,16,19
1718,1,9,119,325,64,104,15,53,36,29,28,23,20,6,19,25
1719,1,8,173,392,83,161,16,52,52,38,30,37,18,9,21,40
1720,1,11,171,444,97,157,18,63,60,34,32,30,20,10,26,33
1721,1,9,147,437,64,168,13,54,50,32,20,29,18,9,27,36
1722,1,9,144,388,59,148,20,52,43,37,29,18,34,3,17,35
1723,1,9,144,462,63,184,20,82,49,30,20,13,27,10,27,23
1724,1,10,172,450,79,186,21,67,54,46,38,30,29,10,23,44
1725,1,9,209,413,92,156,20,56,51,27,38,42,32,7,17,56
1726,1,9,176,427,86,161,15,83,54,31,27,18,19,9,22,21
1727,1,10,150,429,69,145,16,70,58,39,38,20,19,13,6,31
1728,1,9,202,484,94,206,22,63,62,29,32,33,24,12,27,62
1729,1,8,134,336,62,157,14,63,47,30,21,18,18,6,15,21
1730,1,10,170,382,106,135,17,56,45,37,26,37,27,6,28,43
1731,1,9,112,318,47,93,15,52,33,18,21,14,24,4,19,14
1732,1,8,110,336,52,137,12,43,36,32,23,18,21,7,21,17
1733,1,8,107,235,47,105,11,41,30,28,19,17,19,5,4,25
1734,1,9,157,464,78,175,15,58,59,39,24,27,17,11,16,44
1735,1,7,81,259,39,93,11,36,27,19,11,11,15,7,13,17
1736,1,11,286,718,139,285,30,82,65,68,40,60,40,19,50,55
1737,1,8,86,257,37,97,8,30,25,24,9,18,27,1,20,29
1738,1,7,125,332,59,143,9,45,47,19,11,14,12,8,17,32
1739,1,10,206,504,109,180,24,82,62,48,33,43,32,11,28,53
1740,1,8,133,382,58,161,18,43,39,30,36,20,30,6,10,33
1741,1,8,118,320,60,126,13,43,25,19,18,21,22,6,23,27
1742,1,6,89,215,49,95,9,25,22,16,11,16,11,4,13,26
1743,1,9,148,434,69,169,21,43,53,30,24,30,34,3,35,38
1744,1,11,178,491,86,209,19,73,54,35,23,28,28,12,30,40
1745,1,10,186,407,78,173,19,52,42,33,37,27,21,9,31,49
1746,1,10,113,349,51,165,16,63,38,29,8,14,20,7,27,20
1747,1,8,114,369,49,137,18,46,34,33,26,12,24,7,15,17
1748,1,9,117,324,71,116,18,48,41,31,21,29,20,7,16,21
1749,1,6,53,118,21,54,6,19,19,5,9,10,8,2,4,11
1750,1,8,105,300,49,95,14,38,32,23,12,25,22,5,19,38
1751,1,8,143,357,85,118,15,64,42,28,28,38,18,8,13,23
1752,1,9,181,473,77,158,16,72,44,38,30,24,21,12,19,39
1753,1,8,77,189,42,66,7,24,22,20,14,11,8,5,11,23
1754,1,10,331,760,156,283,35,101,80,54,53,65,43,19,35,87
1755,1,8,149,354,80,130,17,50,42,30,19,34,25,5,22,49
1756,1,10,176,409,62,155,17,72,41,25,31,17,22,7,25,21
1757,1,8,86,240,31,96,8,36,30,24,24,6,9,8,9,19
1758,1,10,213,517,101,202,22,88,53,41,26,32,38,9,32,49
1759,1,10,147,328,79,137,18,50,45,33,25,21,24,3,20,39
1760,1,12,209,550,95,198,23,86,59,52,38,23,29,10,49,41
1761,1,8,135,355,50,134,7,33,37,18,23,15,8,5,24,37
1762,1,8,118,337,44,130,14,46,37,36,23,6,17,8,27,20
1763,1,12,253,475,117,206,22,79,34,37,40,46,29,9,17,56
1764,1,8,129,405,76,146,20,61,56,35,25,24,25,9,25,34
1765,1,5,40,100,14,43,4,14,15,4,15,5,7,3,1,10
1766,1,8,148,359,65,116,18,63,33,33,33,27,30,5,22,28
1767,1,9,162,413,94,155,21,49,52,21,17,36,26,5,33,30
1768,1,8,189,471,70,196,12,70,51,44,27,22,13,10,30,41
1769,1,9,116,286,61,103,11,37,34,11,17,20,20,3,24,34
1770,1,10,154,344,68,149,16,53,41,29,20,31,28,8,25,38
1771,1,8,115,372,57,135,15,47,48,35,20,21,22,7,24,37
1772,1,10,231,500,118,182,20,77,48,44,47,41,29,12,52,32
1773,1,8,109,320,46,129,9,48,33,31,17,13,13,7,25,16
1774,1,10,191,403,91,158,16,59,42,33,37,40,17,12,22,47
1775,1,9,130,368,71,157,17,55,51,33,21,30,19,7,18,32
1776,1,9,149,390,60,152,15,64,41,22,22,19,19,13,27,22
1777,1,11,211,604,91,233,24,75,68,58,22,26,29,16,45,40
1778,1,5,52,116,18,49,4,20,16,11,3,4,4,4,12,11
1779,1,10,155,438,65,153,17,58,43,30,34,27,27,9,34,31
1780,1,9,198,463,90,168,21,63,35,44,36,45,26,11,25,44
1781,1,10,147,454,59,181,21,80,55,41,23,21,23,13,32,20
1782,1,8,130,330,69,128,16,52,38,21,15,19,19,7,22,38
1783,1,8,164,499,59,204,16,75,63,33,34,11,22,14,36,25
1784,1,7,72,200,35,71,9,32,26,19,8,12,18,2,12,19
1785,1,8,132,291,54,124,14,35,36,24,9,13,19,7,13,43
1786,1,2,3,15,2,6,1,1,1,1,4,0,1,0,0,1
1787,1,7,62,214,34,55,6,31,16,19,18,17,19,2,16,17
