id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words,pos_22,pos_27
1065,1,7,88,204,32,82,9,37,21,14,15,4,14,5,14,4,5,3,2,0,10,3,18,19,0
1066,1,9,176,464,77,188,23,68,55,50,29,31,28,9,25,34,7,19,5,17,19,13,39,29,3
1067,1,9,132,344,61,115,16,54,34,30,19,32,29,2,18,26,9,13,7,13,13,2,32,31,6
1068,1,9,155,525,56,175,20,71,59,40,32,17,32,12,37,31,25,9,6,0,13,14,19,53,5
1069,1,10,200,408,111,147,17,58,54,19,26,45,22,10,34,44,17,21,4,17,7,6,24,31,2
1070,1,7,78,259,28,94,8,35,26,33,17,1,12,5,14,15,11,7,1,0,15,3,14,21,2
1071,1,8,103,251,43,104,12,35,21,17,23,14,15,5,18,19,10,7,1,1,8,10,12,20,0
1072,1,8,119,322,40,141,15,58,32,26,16,2,23,6,22,24,8,15,2,0,5,10,21,20,1
1073,1,8,127,354,69,127,14,51,43,30,18,14,20,9,21,28,15,10,3,4,13,10,10,43,7
1074,1,8,127,388,56,132,16,53,53,27,28,18,20,7,22,30,12,12,1,7,10,7,47,30,4
1075,1,8,120,326,55,124,16,43,35,27,20,14,20,5,11,37,14,24,8,2,9,10,8,21,0
1076,1,10,215,510,113,223,23,66,71,40,43,44,29,11,23,49,23,21,13,10,12,8,24,34,8
1077,1,8,128,393,53,158,9,49,43,22,13,8,14,9,30,32,29,13,2,1,3,11,23,39,7
1078,1,12,297,677,150,260,31,110,89,62,44,40,41,13,33,33,15,27,10,11,15,15,69,33,30
1079,1,8,89,295,30,119,9,34,35,25,24,9,15,5,12,21,20,6,2,2,5,5,13,27,6
1080,1,8,160,342,57,160,16,56,37,18,26,7,22,6,7,40,17,11,1,0,8,12,23,15,3
1081,1,7,90,195,42,65,8,25,18,21,17,18,20,0,11,29,7,5,4,3,9,7,10,9,0
1082,1,9,113,327,49,111,11,39,37,24,12,13,17,8,8,9,8,12,3,6,13,9,43,27,0
1083,1,7,74,266,27,106,15,42,27,16,20,2,23,0,12,14,11,10,3,0,2,7,13,24,0
1084,1,9,134,336,74,118,10,47,34,17,31,25,16,9,30,32,12,17,2,1,10,9,18,24,4
1085,1,10,132,341,52,142,12,42,50,35,10,18,16,9,16,43,15,17,9,3,6,5,13,17,1
1086,1,8,128,411,59,146,18,44,33,27,21,19,24,8,33,23,23,17,4,3,13,16,14,49,5
1087,1,11,222,513,108,196,12,96,52,40,27,35,21,12,32,46,38,7,15,13,13,13,53,39,7
1088,1,8,136,404,50,169,18,56,47,45,18,20,30,7,28,22,19,9,1,3,7,4,14,42,5
1089,1,8,118,356,54,126,14,51,39,22,20,20,25,9,23,25,13,11,3,3,7,9,17,41,5
1090,1,6,70,235,35,78,10,29,25,13,15,13,13,5,10,17,9,6,1,5,12,0,19,35,1
1091,1,10,178,544,102,186,26,80,51,38,27,32,38,7,29,56,35,25,3,9,20,4,18,47,1
1092,1,10,155,434,68,168,16,74,38,32,23,17,34,6,29,30,22,18,2,4,12,14,21,29,3
1093,1,8,99,240,55,92,10,37,26,24,16,20,14,5,17,19,6,4,4,7,11,5,14,24,2
1094,1,8,135,270,76,124,12,26,34,14,20,32,25,1,18,43,7,6,7,5,8,10,9,11,1
1095,1,8,112,271,47,100,8,37,30,18,13,12,19,5,22,21,12,9,1,0,11,17,29,13,3
1096,1,4,28,120,10,31,2,11,13,5,7,2,5,2,4,3,8,4,1,0,2,0,12,21,1
1097,1,10,132,401,51,163,18,48,38,38,22,18,24,7,31,23,20,17,2,3,16,9,24,38,5
1098,1,9,149,368,53,131,17,70,49,21,27,16,33,3,19,22,9,6,5,2,7,13,32,30,10
1099,1,8,98,331,38,114,12,48,32,26,17,12,21,8,23,23,16,14,2,0,11,5,20,29,2
1100,1,9,104,280,55,116,11,34,30,22,19,30,13,5,18,30,10,12,4,4,9,9,19,14,4
1101,1,8,72,196,41,49,8,29,22,29,17,15,10,7,14,12,9,9,1,5,6,7,35,9,0
1102,1,8,108,302,43,105,13,45,33,18,27,10,17,10,21,25,14,5,0,4,11,10,35,32,1
1103,1,6,67,175,30,58,4,33,16,14,11,10,6,4,9,10,17,5,6,3,2,9,28,11,1
1104,1,10,287,699,140,254,34,102,96,64,46,50,36,17,31,59,42,15,12,6,24,35,54,44,1
1105,1,9,147,369,79,138,20,53,42,22,27,21,27,8,24,29,16,16,2,3,8,3,25,43,11
1106,1,9,180,476,102,160,20,70,59,52,38,38,24,13,37,38,11,14,5,12,17,12,46,21,5
1107,1,4,29,75,19,22,3,6,11,4,9,8,6,1,1,9,3,1,2,1,2,0,3,7,0
1108,1,9,148,442,66,172,19,69,54,38,31,13,38,4,35,30,15,10,4,1,14,5,13,29,1
1109,1,8,111,272,56,117,12,48,30,24,9,18,28,2,18,19,5,9,4,4,4,5,11,24,9
1110,1,8,87,269,40,94,15,36,32,13,8,8,18,6,20,25,15,9,5,0,2,2,17,27,0
1111,1,11,202,551,94,201,22,72,66,37,34,35,25,13,54,47,29,24,11,12,16,20,16,43,5
1112,1,8,93,299,47,102,12,37,25,26,22,10,15,10,19,14,16,12,2,5,8,7,16,26,1
1113,1,10,185,558,86,208,20,91,70,42,34,32,25,11,30,39,26,19,4,7,10,15,49,42,9
1114,1,10,155,418,61,148,20,69,46,41,38,18,24,11,25,27,13,7,3,0,15,5,46,29,3
1115,1,9,152,344,90,121,16,43,39,17,19,36,24,6,27,26,9,10,10,7,3,15,22,39,4
1116,1,8,102,290,41,103,11,37,43,16,25,14,16,4,21,24,13,6,2,3,7,11,23,20,0
1117,1,7,115,329,48,87,13,49,38,23,22,14,14,7,13,23,19,4,3,4,14,5,73,20,3
1118,1,8,115,350,54,103,14,53,36,32,30,9,29,6,18,21,10,9,2,0,9,10,27,32,1
1119,1,9,133,326,81,118,13,47,44,24,20,36,18,8,21,34,10,11,4,9,6,6,11,20,0
1120,1,8,124,392,61,151,14,56,52,16,23,22,38,4,22,24,11,13,6,6,3,3,17,50,10
1121,1,2,9,27,3,14,0,5,5,1,0,2,4,0,1,3,0,0,0,1,1,0,2,4,0
1122,1,10,181,473,99,213,23,72,48,38,37,35,27,11,24,33,21,22,9,10,13,12,22,38,9
1123,1,6,82,332,36,102,7,35,42,24,15,3,8,7,25,7,15,20,5,0,5,11,11,39,1
1124,1,9,184,409,85,160,19,59,55,27,40,33,21,13,25,42,18,8,1,16,8,14,30,15,5
1125,1,8,141,382,62,146,19,45,40,23,32,21,21,10,30,32,20,18,7,4,7,23,30,12,1
1126,1,10,124,402,65,149,17,48,46,27,18,24,20,9,24,35,13,20,6,4,4,3,17,50,4
1127,1,8,117,294,54,121,14,38,36,27,17,18,18,6,18,34,7,18,4,4,10,7,12,15,2
1128,1,8,69,359,33,116,11,50,28,26,14,6,24,7,25,6,18,19,5,1,6,7,21,56,4
1129,1,8,137,323,68,136,13,49,41,28,29,28,23,4,8,28,13,10,10,6,8,5,38,11,2
1130,1,6,46,231,15,92,8,35,24,12,10,3,8,7,11,13,15,8,1,0,3,2,8,25,7
1132,1,8,121,333,62,129,16,53,32,19,23,21,24,8,7,28,11,20,3,4,12,4,24,30,3
1133,1,12,201,537,94,201,14,64,48,32,46,37,17,10,26,65,36,21,9,5,12,13,40,29,1
1134,1,6,71,210,33,70,9,39,28,23,10,5,12,5,7,17,6,7,0,0,4,3,21,20,0
1135,1,11,281,641,154,274,31,91,89,50,52,54,38,10,34,58,25,26,5,14,12,24,27,43,13
1136,1,8,109,316,47,139,17,41,40,26,14,14,20,7,22,36,14,12,1,3,7,5,11,24,3
1137,1,8,142,371,65,136,14,52,36,29,26,24,30,4,26,31,15,18,4,3,17,7,39,27,2
1138,1,8,95,270,46,93,11,36,26,23,19,18,26,1,16,24,17,8,3,4,10,2,27,17,2
1139,1,10,228,459,98,185,9,61,49,32,48,41,13,7,33,48,16,16,7,10,15,12,49,14,3
1140,1,9,135,339,67,147,15,51,44,30,20,20,23,9,11,33,15,9,2,5,4,11,10,24,2
1141,1,6,87,241,30,81,8,25,22,18,17,13,12,5,13,21,8,13,0,3,5,2,23,29,0
1142,1,8,128,378,49,157,21,58,47,32,21,7,27,5,12,24,12,16,6,2,9,13,15,30,11
1143,1,8,178,387,79,153,21,64,41,41,24,17,29,3,28,41,19,18,3,7,14,0,14,27,6
1144,1,11,202,535,81,186,24,66,68,50,36,32,32,13,29,41,20,11,5,9,16,6,41,54,15
1145,1,9,129,333,69,128,15,49,33,16,13,23,18,7,28,22,15,11,8,9,7,8,33,28,3
1146,1,8,135,392,60,144,15,50,47,32,20,30,20,10,29,27,13,20,5,6,7,6,19,35,2
1147,1,9,171,395,89,153,18,56,44,23,21,42,25,6,34,56,22,15,8,10,10,2,19,14,2
1148,1,9,153,401,80,149,12,54,49,43,21,23,14,10,25,21,14,16,2,5,20,5,39,38,9
1149,1,10,178,401,97,145,19,62,37,33,21,39,25,7,46,39,10,12,4,2,10,9,13,20,5
1150,1,8,129,283,70,94,13,41,29,17,18,36,24,2,8,37,7,5,1,6,7,1,15,29,0
1151,1,10,161,481,80,164,21,72,66,38,32,29,32,9,25,33,17,12,1,6,13,24,27,32,5
1152,1,8,155,383,65,152,15,41,39,21,20,17,22,9,15,36,19,20,3,8,14,9,17,34,5
1153,1,9,137,392,68,146,18,59,39,33,31,28,29,5,25,30,19,8,6,3,13,1,25,36,7
1154,1,8,75,196,43,65,10,23,21,8,14,22,12,3,6,31,14,6,0,2,5,4,9,12,1
1155,1,8,126,331,81,105,13,55,29,29,26,26,20,3,26,17,13,9,1,7,5,11,31,33,1
1156,1,10,241,591,126,227,22,83,73,40,41,52,29,12,47,54,29,17,11,11,12,32,32,31,12
1157,1,6,94,233,43,85,9,37,19,17,17,21,13,5,12,25,7,10,3,3,0,3,24,18,1
1158,1,9,216,573,105,246,29,71,76,42,51,42,34,11,22,56,16,18,12,10,15,6,39,42,10
1159,1,12,181,412,96,139,14,64,56,34,38,32,23,9,25,41,10,9,11,7,11,14,26,13,5
1160,1,8,143,435,62,172,22,53,52,35,25,15,26,10,19,30,15,28,3,0,18,8,14,48,7
1161,1,8,114,329,44,127,15,38,34,35,25,14,17,9,20,27,16,24,1,4,6,5,34,20,3
1162,1,8,117,329,58,107,12,39,40,21,17,30,18,8,32,25,18,12,5,4,3,2,21,27,6
1163,1,10,250,526,115,200,26,82,46,46,48,33,32,11,27,39,20,19,9,2,23,12,52,24,17
1164,1,9,178,371,99,138,14,52,30,29,27,49,25,5,26,50,22,19,9,11,15,10,32,14,11
1165,1,8,104,324,48,133,11,47,31,26,15,9,12,9,18,21,16,13,2,2,5,11,26,30,3
1166,1,9,148,396,68,154,19,64,65,43,26,14,29,6,28,24,10,7,1,3,17,14,23,24,5
1167,1,10,165,441,65,180,19,60,44,39,25,23,31,8,27,43,16,17,3,4,7,2,25,36,5
1168,1,8,162,383,46,174,11,63,40,37,29,11,15,6,9,28,10,25,1,0,19,8,33,18,1
1169,1,10,187,417,107,150,11,72,42,32,14,38,18,9,28,43,13,14,5,8,17,13,30,22,0
1170,1,12,310,640,164,214,23,98,74,58,49,74,28,15,38,69,28,30,15,23,22,14,60,17,6
1171,1,12,293,781,134,302,26,98,78,60,57,54,53,15,46,60,36,23,10,16,23,8,38,79,7
1172,1,7,84,251,43,102,13,29,30,18,9,9,21,3,21,20,12,16,0,0,3,1,5,23,2
1173,1,8,129,336,70,117,13,51,30,32,27,30,29,3,19,30,13,13,3,13,16,8,25,14,1
1174,1,10,134,318,64,132,11,59,36,22,33,22,20,7,23,24,10,5,8,3,10,1,26,15,2
1175,1,9,223,521,102,175,29,74,66,40,37,36,38,6,31,48,22,15,16,4,16,16,45,24,9
1176,1,8,189,433,75,142,19,61,39,38,33,23,29,6,15,42,24,10,2,8,24,5,35,51,1
1177,1,6,68,197,28,71,9,28,20,12,10,10,12,3,12,8,6,12,1,0,9,4,11,19,1
1178,1,9,162,425,70,170,13,51,45,30,43,21,15,10,39,49,23,12,3,2,10,9,23,19,1
1179,1,8,112,365,53,140,13,57,44,28,18,13,23,8,24,15,20,12,1,8,8,15,4,27,0
1180,1,8,146,403,62,141,17,84,47,46,23,12,30,6,19,20,15,9,2,5,14,14,30,24,1
1181,1,10,131,340,66,134,16,60,35,31,21,25,26,6,12,36,12,9,0,11,9,7,20,21,2
1182,1,7,107,259,58,97,9,52,30,21,18,20,10,5,15,13,14,8,1,4,4,8,20,19,2
1183,1,8,79,270,24,83,10,30,34,22,21,7,11,3,18,24,12,1,0,0,5,4,11,24,3
1184,1,10,139,347,81,116,18,69,45,32,26,33,26,6,13,19,6,13,1,12,7,7,31,26,5
1185,1,8,127,304,59,110,12,48,35,34,23,23,25,4,15,24,7,7,5,10,5,7,24,25,5
1186,1,9,150,432,75,165,11,42,46,22,26,25,20,6,26,38,14,16,3,5,10,6,25,56,20
1187,1,10,151,354,84,138,15,50,47,23,30,43,20,7,17,42,15,9,3,3,7,9,17,18,4
1188,1,8,159,413,70,163,17,57,44,31,30,20,24,7,23,28,15,25,2,5,12,15,22,31,2
1189,1,9,114,296,58,114,14,44,30,26,11,3,16,6,19,21,20,6,12,1,3,11,28,18,15
1190,1,9,152,476,65,174,23,64,46,56,20,14,31,8,36,29,17,14,1,2,14,20,21,44,2
1191,1,8,168,436,62,174,19,68,51,35,29,18,28,10,38,44,22,9,0,10,13,11,24,29,5
1192,1,8,113,350,44,147,14,54,40,41,7,15,17,7,15,23,17,19,2,3,11,3,11,28,0
1193,1,10,196,503,110,181,27,70,55,41,45,45,39,6,35,47,35,22,11,9,8,23,16,28,2
1194,1,10,187,422,82,157,19,56,47,29,31,35,26,10,15,40,24,15,1,9,16,11,58,27,4
1195,1,11,172,396,94,143,16,60,40,33,29,39,30,7,23,35,13,14,1,14,8,8,28,31,5
1196,1,8,101,298,37,123,13,37,26,20,17,10,27,4,19,31,13,22,5,0,4,3,12,30,3
1197,1,8,154,511,71,180,19,65,67,45,20,12,25,14,28,25,28,29,2,0,12,8,26,47,0
1198,1,7,76,210,35,89,7,27,19,14,16,7,9,6,10,27,10,6,1,1,6,5,12,17,0
1199,1,8,116,292,55,117,9,46,30,32,22,17,28,4,14,27,5,11,10,4,12,5,11,11,4
1200,1,9,195,510,80,199,16,80,67,50,26,29,21,10,39,21,13,17,11,3,13,17,19,40,4
1201,1,12,223,460,124,163,21,77,66,44,34,52,26,11,26,43,25,14,5,14,6,19,21,13,10
1202,1,8,110,397,49,145,22,53,50,35,16,13,27,5,10,22,9,12,0,1,8,0,14,51,5
1203,1,8,134,397,59,140,21,62,46,35,26,16,32,2,16,32,19,13,2,3,1,11,24,30,1
1204,1,9,180,470,87,195,14,73,76,42,29,23,16,11,26,32,19,15,3,9,7,13,43,33,2
1205,1,8,133,325,59,120,14,38,29,25,21,26,17,6,17,36,16,9,8,7,9,5,30,30,1
1206,1,11,211,445,118,173,25,92,35,40,31,45,37,4,16,35,18,11,11,24,16,7,61,20,20
1207,1,8,189,449,98,158,18,60,52,41,36,48,23,12,29,49,13,18,5,11,6,8,28,24,19
1208,1,7,50,241,26,63,8,32,24,9,12,8,13,5,19,5,10,8,3,0,0,9,16,38,0
1209,1,8,126,310,56,127,16,49,35,21,13,19,26,3,22,39,14,9,0,7,6,9,11,20,0
1210,1,8,149,417,61,165,14,61,46,29,28,20,29,9,38,16,16,7,5,3,14,7,17,51,1
1211,1,9,161,408,87,145,18,63,42,38,41,42,24,9,27,40,16,24,4,9,12,2,27,19,3
1212,1,9,180,426,72,188,21,69,35,31,17,27,25,7,25,46,21,25,1,3,8,12,25,30,5
1213,1,8,153,363,97,156,16,53,40,16,5,39,24,5,19,78,26,23,2,4,4,7,13,15,2
1214,1,10,189,481,108,181,20,60,50,48,26,58,45,4,49,61,11,12,7,1,10,3,25,28,1
1215,1,8,152,471,47,145,13,65,44,43,45,15,17,9,12,23,35,7,2,7,8,3,71,51,3
1216,1,9,133,351,66,145,17,41,42,27,29,26,19,6,26,34,10,18,3,8,7,4,21,26,2
1217,1,4,24,100,12,37,5,6,10,8,4,4,7,2,2,10,4,5,0,0,4,1,0,14,1
1218,1,9,181,469,84,191,17,69,45,32,28,35,33,9,31,57,23,17,6,13,13,7,30,31,0
1219,1,8,109,327,48,120,15,44,33,19,22,12,18,8,28,20,15,16,9,2,11,10,35,23,1
1220,1,10,175,436,100,173,20,64,40,30,27,51,35,6,35,39,15,20,11,22,14,10,32,36,5
1221,1,10,194,507,99,202,24,85,71,46,33,28,26,15,28,33,23,22,8,14,17,10,29,30,0
1222,1,6,68,170,27,66,10,28,16,18,12,7,15,1,11,20,12,5,0,3,4,3,14,4,0
1223,1,9,175,434,84,156,14,56,47,27,32,36,32,9,23,60,13,14,4,4,17,6,20,33,2
1224,1,9,163,463,69,184,18,61,54,32,21,30,21,10,30,40,14,11,6,7,9,4,25,46,10
1225,1,8,114,376,55,133,20,52,47,29,21,22,27,5,29,20,14,9,0,7,8,8,17,39,0
1226,1,8,170,442,84,159,25,56,43,31,40,27,27,8,22,43,24,15,1,1,16,7,16,32,2
1227,1,8,69,176,35,62,7,35,16,19,16,8,15,3,14,12,10,1,6,3,5,4,17,7,1
1228,1,8,85,254,41,89,8,39,35,26,22,10,11,6,8,19,15,5,0,1,5,8,12,22,1
1229,1,8,149,435,66,160,18,38,44,22,35,27,32,8,27,28,16,20,3,8,20,7,19,54,11
1230,1,10,156,478,74,192,22,65,60,34,19,21,27,10,39,20,21,9,10,6,15,9,25,48,6
1231,1,6,62,174,24,77,8,16,22,10,12,9,9,4,5,18,8,4,0,1,5,2,4,25,0
1232,1,10,162,359,71,142,14,46,43,33,36,43,23,7,22,48,15,17,2,12,12,5,8,14,0
1233,1,9,205,462,102,191,19,48,57,36,42,26,34,5,23,49,18,24,3,4,8,9,23,34,2
1234,1,8,145,418,69,165,21,56,46,43,21,24,26,9,28,37,12,18,2,6,6,19,10,32,3
1236,1,10,133,331,70,125,16,64,37,39,26,29,21,7,10,29,10,13,2,11,10,3,12,15,3
1237,1,11,222,509,98,197,23,76,60,37,34,43,35,10,37,54,23,14,4,14,14,9,27,32,4
1238,1,10,133,317,69,111,15,45,42,26,22,21,26,6,19,21,11,7,1,5,8,13,8,23,4
1239,1,11,174,521,79,180,20,66,65,43,46,29,26,12,27,31,23,27,11,5,17,19,49,36,11
1240,1,10,161,437,76,150,21,52,39,26,31,18,28,7,48,40,35,19,2,2,8,9,25,32,12
1241,1,9,109,346,45,124,17,51,34,35,20,12,23,7,32,16,11,13,1,3,9,7,28,34,3
1242,1,8,81,260,42,105,12,29,23,25,15,15,21,1,18,32,10,4,5,3,10,5,13,22,2
1243,1,9,107,311,39,100,12,47,32,26,25,11,16,8,22,18,19,7,0,3,7,6,11,25,1
1244,1,8,186,531,62,189,20,72,69,61,17,17,26,13,40,52,27,10,0,1,11,21,26,22,3
1245,1,10,147,375,70,121,16,47,40,23,30,20,24,6,22,34,11,23,6,2,7,9,36,24,4
1246,1,7,120,293,52,101,12,50,36,15,19,15,27,3,2,21,9,19,1,7,5,6,39,26,8
1247,1,8,86,234,37,90,11,35,23,24,14,11,12,6,7,25,14,3,1,2,6,5,17,20,4
1248,1,8,164,396,56,167,20,51,59,35,31,22,23,8,23,57,15,15,1,1,7,0,8,27,1
1249,1,10,223,641,92,234,27,90,62,41,51,32,54,10,36,70,39,16,13,6,10,11,34,52,12
1250,1,12,315,766,163,270,32,136,104,54,42,65,46,14,35,66,32,31,18,24,24,22,64,45,3
1251,1,8,141,446,62,144,21,66,44,36,23,19,34,6,32,28,26,22,0,4,21,6,23,43,0
1252,1,11,141,395,76,142,14,57,36,23,31,24,33,7,23,25,14,17,3,6,9,11,16,41,9
1253,1,4,34,94,20,14,1,13,12,7,8,3,2,1,3,7,4,4,1,0,4,6,18,9,0
1254,1,8,141,384,60,139,18,58,36,30,27,13,24,8,20,37,17,15,6,0,9,13,9,19,1
1255,1,11,217,592,107,204,25,98,64,42,45,34,36,12,42,37,22,12,7,6,21,12,21,43,18
1256,1,8,140,417,63,162,17,56,41,32,44,26,32,6,23,27,18,11,3,6,11,7,20,49,3
1257,1,9,159,470,75,178,24,52,55,38,20,33,31,10,19,46,19,15,6,11,15,11,26,50,2
1258,1,12,184,500,98,196,21,82,57,48,31,34,29,12,35,41,19,15,9,9,20,9,14,35,1
1259,1,10,139,385,66,176,14,43,49,35,26,21,17,9,24,30,15,10,8,6,8,5,21,33,7
1260,1,8,125,303,49,110,16,66,46,24,17,6,21,5,9,12,6,3,0,1,7,8,34,30,6
1261,1,9,159,385,42,147,17,54,27,36,14,13,21,10,17,42,23,22,2,3,13,7,25,29,6
1262,1,8,138,395,43,156,18,57,42,42,19,7,24,9,28,24,18,8,4,0,10,8,16,27,5
1263,1,9,125,355,45,155,18,44,41,29,16,17,20,6,14,28,15,8,5,1,10,5,16,38,9
1264,1,9,159,357,68,144,17,45,36,27,37,26,20,5,42,35,19,7,2,5,6,11,19,17,4
1265,1,10,144,378,66,144,14,63,43,43,34,20,21,8,22,30,21,9,3,6,5,13,13,13,3
1266,1,8,102,302,40,106,14,39,42,22,9,5,17,6,13,14,18,14,5,2,12,11,31,33,2
1267,1,8,124,332,66,133,15,38,40,23,17,25,26,5,25,44,5,9,4,8,12,6,8,25,2
1268,1,8,115,310,52,116,12,32,30,18,18,14,21,7,26,32,19,17,3,1,5,8,18,28,3
1269,1,11,183,408,106,159,16,47,50,31,35,52,21,9,29,29,16,10,8,17,9,16,31,30,2
1270,1,10,106,273,50,93,11,37,40,24,24,13,15,6,6,26,16,12,2,6,6,3,14,18,2
1271,1,8,134,313,61,117,15,51,29,29,29,15,29,3,17,26,10,9,1,3,16,11,22,12,1
1272,1,9,130,403,62,141,20,64,55,32,18,19,25,8,25,17,10,11,1,4,16,8,20,57,9
1273,1,10,155,451,74,171,17,74,52,40,25,21,20,13,20,26,20,14,6,6,12,11,23,29,13
1274,1,6,46,139,20,49,7,20,22,18,6,9,15,0,8,15,7,2,1,1,2,0,12,5,1
1275,1,7,121,367,56,153,16,54,39,25,15,7,25,6,22,20,4,20,1,1,6,13,11,33,4
1276,1,8,98,320,46,121,14,44,51,29,10,11,20,7,19,11,9,6,3,1,1,10,13,41,7
1277,1,7,113,255,55,104,10,40,21,15,8,19,21,2,16,26,6,12,0,1,1,3,9,23,3
1278,1,8,81,259,39,92,9,25,28,16,18,10,14,5,11,29,10,8,0,0,8,4,8,22,1
1279,1,9,136,347,72,110,16,72,46,23,19,23,23,8,12,27,8,11,3,12,5,4,51,24,9
1280,1,6,74,237,43,83,11,37,34,20,15,19,12,8,19,20,8,14,1,3,5,1,9,14,0
1281,1,8,103,256,48,95,11,37,21,19,24,18,16,6,13,36,15,9,1,3,4,4,24,10,0
1282,1,10,194,483,96,189,22,70,55,48,37,25,28,8,24,59,23,17,13,4,11,21,26,18,4
1283,1,10,143,350,66,138,15,62,46,29,20,22,22,5,18,24,16,8,5,3,7,9,15,26,2
1284,1,8,143,384,71,142,16,62,44,40,38,19,22,8,17,22,19,15,4,7,16,7,25,24,2
1285,1,8,103,291,44,115,8,46,39,20,13,19,30,3,6,27,16,11,2,6,5,2,21,26,3
1286,1,8,78,203,45,71,11,41,21,18,11,15,12,4,7,22,6,5,2,5,10,4,13,12,2
1287,1,10,144,367,69,149,15,60,40,30,28,19,24,7,18,33,15,17,4,6,14,10,12,24,0
1288,1,10,193,523,104,175,22,78,61,54,28,41,27,14,33,34,22,25,4,16,11,15,21,40,10
1289,1,7,95,279,42,102,13,49,38,34,13,16,17,5,15,16,12,7,1,1,9,8,13,24,1
1290,1,8,153,350,62,142,17,44,46,21,20,19,29,4,20,38,15,11,6,4,7,8,20,28,5
1291,1,8,104,311,43,113,13,48,33,32,16,16,21,6,32,18,10,10,1,4,8,7,19,29,5
1292,1,8,105,319,48,124,16,45,32,23,11,18,24,4,27,11,12,12,5,5,9,7,13,38,3
1293,1,7,91,258,37,107,7,43,27,13,15,12,10,6,11,16,9,8,3,7,5,9,21,27,5
1294,1,9,185,547,76,192,24,78,62,41,45,19,31,12,44,27,27,13,5,5,19,16,27,52,14
1295,1,4,29,76,15,33,2,10,11,3,2,8,7,1,4,12,5,1,1,0,2,2,4,3,0
1296,1,9,169,461,78,183,12,80,58,43,31,28,14,11,28,24,24,18,5,11,18,15,16,35,3
1297,1,8,118,269,58,98,15,40,26,28,24,26,22,1,14,26,7,10,0,7,8,8,24,17,1
1298,1,7,91,248,35,90,13,36,34,25,18,16,16,3,15,27,13,4,2,1,4,5,18,15,0
1299,1,11,205,493,93,202,20,77,62,50,28,30,28,10,41,34,17,9,10,8,18,12,24,23,10
1300,1,7,112,338,59,121,13,37,26,21,18,21,33,2,18,40,6,16,1,1,11,7,34,33,5
1301,1,8,125,281,61,112,12,41,39,23,21,22,13,7,14,32,14,6,4,2,7,15,14,9,0
1302,1,10,138,372,69,128,18,37,43,27,41,28,30,7,18,26,19,9,0,11,7,6,33,34,1
1303,1,7,102,321,64,96,14,39,28,25,28,25,16,7,31,24,14,13,2,8,13,5,24,30,1
1304,1,11,240,487,133,204,23,61,48,34,43,54,30,7,26,70,23,19,9,21,11,4,24,27,1
1305,1,11,171,442,76,171,19,79,49,32,32,31,36,6,22,32,24,9,3,8,14,14,17,33,5
1306,1,8,147,373,77,133,18,62,55,28,27,24,26,5,19,40,14,12,2,10,11,7,20,16,3
1307,1,9,132,368,75,120,16,56,38,32,27,36,22,11,25,29,19,13,7,9,5,8,35,23,0
1308,1,9,139,389,50,170,19,48,48,23,34,17,23,11,19,31,17,19,3,4,12,13,7,29,1
1309,1,8,141,495,60,169,16,76,77,48,25,11,20,13,26,22,35,11,3,1,6,18,21,38,11
1310,1,7,103,292,46,99,9,43,24,23,20,18,11,7,16,19,10,11,2,3,11,13,22,27,2
1311,1,10,173,397,82,162,18,57,50,43,21,27,20,10,17,39,24,15,2,6,18,6,26,26,3
1312,1,9,143,397,69,152,22,68,43,43,22,19,28,4,21,22,14,9,1,7,17,7,23,28,11
1313,1,8,104,291,47,123,11,53,28,19,22,18,17,5,9,22,7,9,5,2,9,6,16,19,5
1314,1,10,238,574,126,218,23,82,63,51,41,35,26,17,35,53,26,24,10,5,11,14,45,31,2
1315,1,9,236,575,117,212,23,91,64,47,37,35,31,9,37,40,21,14,9,6,6,19,52,41,16
1316,1,9,122,314,69,128,14,35,29,20,23,22,23,5,27,39,14,17,2,3,8,8,11,21,2
1317,1,8,133,382,61,138,11,49,47,28,28,23,14,8,29,34,28,8,8,1,5,16,12,18,0
1318,1,8,114,385,48,157,19,56,46,32,23,20,24,7,15,23,11,6,1,1,12,1,17,41,4
1319,1,9,143,428,62,145,20,56,55,37,19,17,26,9,19,29,19,17,1,4,19,2,19,45,2
1320,1,11,235,605,114,236,29,87,70,57,39,43,39,12,40,46,22,23,13,10,16,7,36,37,9
1321,1,9,241,583,117,230,19,53,37,34,26,42,21,14,25,22,10,14,3,15,7,11,36,35,9
1322,1,9,121,348,60,133,13,55,44,29,20,13,14,7,20,25,15,8,2,3,12,10,31,29,1
1323,1,8,101,279,48,125,10,57,36,16,15,22,16,4,22,18,14,9,4,4,4,8,9,20,4
1324,1,8,140,381,62,167,17,51,41,28,22,22,21,9,18,36,18,12,5,3,11,7,15,30,3
1325,1,10,209,523,103,207,20,68,71,39,37,45,37,8,30,36,21,16,6,17,13,9,42,46,3
1326,1,8,128,409,54,115,20,41,40,26,5,19,35,3,25,31,9,21,2,2,13,4,51,44,5
1327,1,11,192,523,103,203,22,75,55,38,30,27,29,14,57,37,33,14,4,3,12,20,24,43,1
