id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words,pos_22,pos_27,pos_23,pos_20,beauty_score,word_25,pos_30,pos_5,char_12,std_char,mean_char,avg_word_length,pos_32
3122,2,4,146,408,61,145,15,68,46,53,28,26,16,9,25,30,17,12,8,4,10,6,19,19,10,5,17,8.63086927862,7,18,10,1,2.14120539947,4.24754901961,42.4754901961,3
3123,2,4,117,269,54,95,13,36,27,35,25,22,15,7,11,17,8,12,4,6,10,3,9,11,5,3,6,5.3802533106,3,11,9,3,2.53280096537,4.49442379182,44.9442379182,6
3124,2,4,107,350,48,138,14,46,30,37,15,15,23,5,28,15,18,10,9,2,11,4,16,42,6,3,4,6.97607381543,5,25,12,1,2.06881212938,4.02857142857,40.2857142857,4
3125,2,4,238,649,77,311,27,75,69,60,40,22,30,20,56,65,34,24,7,4,20,9,37,29,10,5,4,9.31100383998,9,35,23,0,1.85439618626,4.20647149461,42.0647149461,3
3126,2,4,212,483,106,191,19,75,53,47,40,38,20,15,30,49,38,15,15,6,18,16,36,15,6,7,9,7.65457133592,8,18,9,2,2.43431267487,4.59627329193,45.9627329193,0
3127,2,3,147,408,71,156,18,51,61,42,30,22,23,10,28,35,9,17,1,8,8,4,20,33,2,6,6,9.19878435657,5,21,14,0,2.2749833433,4.21323529412,42.1323529412,4
3128,2,4,139,391,56,166,17,40,42,40,30,22,24,9,35,35,14,4,3,3,20,4,19,43,7,3,16,7.46826018251,4,21,18,2,2.11439206709,4.3094629156,43.094629156,1
3129,2,4,319,914,130,347,24,115,119,102,37,57,27,20,65,45,46,28,21,17,37,19,33,92,7,15,6,16.6260748526,15,62,27,7,2.36638375463,4.24398249453,42.4398249453,3
3130,2,4,221,454,112,196,19,78,62,48,26,43,19,12,31,46,22,16,7,8,6,12,14,9,2,6,13,7.03243135397,7,12,21,1,2.49010157392,4.75110132159,47.5110132159,2
3131,2,4,117,287,52,125,10,28,32,29,16,19,12,9,28,28,13,11,9,5,4,12,3,14,4,6,1,5.31327601284,8,13,9,1,2.26377565095,4.41463414634,44.1463414634,0
3132,2,3,155,377,65,129,17,44,49,33,28,37,22,9,29,28,15,10,2,24,6,6,48,29,1,4,64,7.70598440465,4,20,17,23,2.90766922533,4.59416445623,45.9416445623,0
3133,2,4,180,441,74,189,22,64,45,47,27,27,26,8,19,27,11,26,7,4,16,13,13,22,3,3,6,7.58371056988,2,16,21,1,2.17109105374,4.38095238095,43.8095238095,9
3134,2,4,170,468,71,180,23,55,57,60,30,22,26,11,32,35,16,17,13,4,12,10,24,32,3,2,6,8.37308526104,4,27,16,2,2.15506419609,4.22222222222,42.2222222222,0
3135,2,3,83,291,31,113,10,38,35,32,15,9,10,8,15,19,9,11,5,2,7,5,12,21,2,7,2,5.73139784422,4,17,9,0,1.97294774659,3.97594501718,39.7594501718,1
3136,2,4,149,419,59,183,18,48,45,23,24,5,21,10,25,22,17,11,10,0,9,27,9,40,3,3,5,7.02653405243,4,36,16,0,1.90209245725,4.16706443914,41.6706443914,7
3137,2,3,129,320,58,137,14,46,27,41,27,27,22,4,27,34,16,10,2,6,14,7,10,14,1,3,1,5.02175256711,1,13,12,0,2.33548844347,4.50625,45.0625,0
3138,2,4,127,329,61,135,17,41,32,40,24,27,18,8,17,30,6,22,8,8,12,7,5,18,4,6,1,6.10703429758,3,12,10,2,2.5156489979,4.3829787234,43.829787234,2
3139,2,3,103,356,41,157,13,51,41,23,19,8,17,8,22,30,15,10,2,0,7,9,24,36,14,7,0,8.77982849543,5,19,8,0,1.87561247052,3.98033707865,39.8033707865,4
3140,2,4,161,408,62,185,14,37,58,38,30,25,14,9,30,51,10,15,6,4,6,7,19,30,0,5,0,6.2028564349,7,39,9,0,2.0654779966,4.4362745098,44.362745098,6
3141,2,3,168,441,64,172,22,44,46,32,33,7,29,6,20,39,22,15,14,0,15,1,20,31,4,7,10,7.33814843139,1,29,26,0,2.01514314542,4.18594104308,41.8594104308,6
3142,2,4,158,464,67,216,15,49,54,32,30,26,16,13,48,31,28,16,4,1,10,9,12,43,4,13,3,7.7512936484,10,30,9,1,2.07584887311,4.27801724138,42.7801724138,4
3143,2,3,133,341,47,132,13,43,30,22,19,19,14,9,16,23,16,23,8,4,12,3,21,27,2,13,12,6.57771356231,5,21,10,0,2.16059556443,4.26979472141,42.6979472141,6
3144,2,4,134,290,80,101,15,36,38,23,19,36,17,8,18,19,14,13,14,6,10,9,22,21,3,4,18,6.057215229,2,12,1,0,2.7183964089,4.75517241379,47.5517241379,1
3145,2,4,209,539,94,241,31,83,54,82,36,32,34,9,25,45,15,25,7,2,30,15,19,22,2,6,4,10.5223858112,1,20,10,0,2.17115959071,4.29499072356,42.9499072356,2
3146,2,3,81,210,29,86,9,18,29,20,16,1,10,5,14,17,7,3,9,0,5,2,11,24,0,3,1,4.88360249467,5,14,12,0,1.86854379465,4.14285714286,41.4285714286,2
3147,2,2,37,95,11,35,4,0,3,0,0,4,6,4,0,0,0,0,0,0,0,0,1,1,0,0,89,1.48909830781,1,2,0,0,1.89240244401,4.15789473684,41.5789473684,0
3148,2,3,72,193,34,82,7,36,28,17,10,8,10,6,10,10,6,5,1,2,11,1,10,15,1,10,0,3.97434671618,4,5,10,1,2.47335760478,4.25388601036,42.5388601036,2
3149,2,3,142,419,56,178,15,64,57,47,19,16,17,9,6,34,21,9,4,1,8,7,8,41,6,11,2,6.63843654575,7,30,7,0,1.9459353882,4.14797136038,41.4797136038,3
3150,2,4,242,571,107,241,24,91,64,66,41,41,27,17,23,49,34,25,12,9,17,8,16,11,13,10,10,7.15454992738,8,15,15,0,2.29518833947,4.49036777583,44.9036777583,3
3151,2,3,158,371,70,159,15,53,36,46,16,20,21,10,15,40,16,12,13,7,9,11,6,20,9,5,7,5.58057563911,6,14,11,4,2.26407675748,4.51752021563,45.1752021563,2
3152,2,4,134,316,72,106,16,54,37,31,30,32,17,8,21,15,12,13,5,6,14,6,20,21,3,7,6,6.79438578591,2,19,6,3,2.62124325742,4.5917721519,45.917721519,2
3153,2,4,281,724,117,323,30,104,77,74,48,35,39,17,47,63,23,26,9,3,21,10,27,50,15,21,17,13.7502349179,8,34,20,2,2.11245372527,4.30110497238,43.0110497238,6
3154,2,3,72,188,45,71,6,13,23,16,20,18,7,4,14,21,9,7,7,1,3,4,6,12,3,0,3,3.47338064874,4,7,6,1,2.45043597701,4.47340425532,44.7340425532,3
3155,2,3,63,195,30,85,9,18,23,14,16,11,9,6,9,17,11,7,0,0,6,5,9,15,0,3,5,2.3740270463,2,11,11,0,2.04982865508,4.2358974359,42.358974359,5
3156,2,4,117,299,48,122,13,37,33,37,18,13,16,8,19,28,18,8,2,2,3,2,15,22,5,4,4,12.3567505832,5,18,11,0,2.14303563604,4.26755852843,42.6755852843,2
3157,2,4,192,473,80,203,21,61,56,54,34,26,29,12,22,42,22,16,12,6,17,8,8,17,3,8,4,8.43051280122,3,18,17,2,2.21007637793,4.36363636364,43.6363636364,3
3158,2,2,63,181,28,67,7,29,20,13,13,9,9,4,15,9,11,9,5,1,3,2,13,12,3,3,2,2.78748050029,3,12,3,0,2.09975297445,4.18784530387,41.8784530387,0
3159,2,1,55,178,24,69,7,15,23,10,8,7,9,5,13,11,13,6,0,0,2,6,9,24,4,4,7,4.19486112425,1,6,7,0,1.90294068922,3.98314606742,39.8314606742,2
3160,2,3,117,423,44,169,20,47,33,31,22,13,24,8,27,18,14,24,4,4,11,8,1,50,3,7,1,8.24000186694,3,26,18,0,1.90721492458,3.93144208038,39.3144208038,2
3161,2,3,164,380,84,156,17,61,33,24,18,23,20,9,22,27,9,16,9,0,8,6,28,34,12,3,4,6.19166720278,5,30,16,0,2.22588295356,4.59210526316,45.9210526316,3
3162,2,4,195,434,94,211,22,72,59,57,23,35,32,11,19,42,14,18,10,10,16,9,16,18,3,7,10,7.09041501668,1,14,8,6,2.55816532533,4.64285714286,46.4285714286,3
3163,2,5,151,357,69,143,18,51,34,36,24,31,19,8,11,35,22,11,8,2,12,9,6,26,3,13,3,7.03877812634,3,17,7,0,2.29140631792,4.51260504202,45.1260504202,0
3164,2,3,99,287,36,112,11,33,35,23,18,8,13,8,19,28,15,13,4,2,10,8,18,12,4,2,5,6.05309809248,6,14,6,0,1.97433028359,4.08710801394,40.8710801394,1
3165,2,4,86,270,41,113,11,20,35,24,21,20,14,8,15,18,5,13,2,5,13,9,13,26,3,1,17,5.13470184118,4,20,5,2,2.23924910213,4.16296296296,41.6296296296,1
3166,2,4,216,487,110,231,20,61,60,41,29,34,20,15,31,42,15,18,14,5,20,19,11,30,4,5,4,7.07659565062,13,26,13,2,2.33250205198,4.64065708419,46.4065708419,5
3167,2,3,91,234,24,111,8,30,22,33,11,7,20,2,10,15,2,6,12,0,2,1,4,12,1,0,1,5.80794472942,1,12,22,0,1.90680101201,4.17094017094,41.7094017094,4
3168,2,4,124,301,53,126,15,38,41,25,27,19,18,5,24,26,6,11,4,0,10,3,11,21,0,3,5,6.37158910388,3,19,12,0,2.21701863999,4.40531561462,44.0531561462,4
3169,2,3,165,366,97,137,17,49,47,34,34,39,19,10,26,36,15,11,9,4,17,5,22,14,7,6,17,6.82127907922,4,10,8,2,2.50455681722,4.72131147541,47.2131147541,1
3170,2,3,98,351,15,127,14,34,54,27,27,7,27,6,11,18,8,6,0,0,14,5,31,49,7,11,28,9.15208175767,1,42,4,0,1.64518512838,3.67236467236,36.7236467236,1
3171,2,5,232,544,98,238,23,87,67,61,35,30,37,13,28,49,24,12,12,4,26,13,11,27,11,7,12,12.0927917584,0,20,13,2,2.18890948834,4.47610294118,44.7610294118,0
3172,2,4,228,565,95,212,20,70,63,54,39,26,21,15,46,44,28,20,17,8,25,10,51,31,15,5,39,7.7444173456,9,16,18,1,2.1142847995,4.39646017699,43.9646017699,2
3173,2,3,175,488,65,166,22,44,50,57,31,29,26,14,30,52,17,14,4,1,10,8,25,40,13,2,39,10.8921742594,4,26,17,0,2.05778667012,4.07581967213,40.7581967213,3
3174,2,3,87,275,32,104,9,29,30,14,20,7,9,8,13,26,15,10,5,1,6,6,22,29,3,7,0,4.78499737407,5,25,4,0,1.90291921169,4.05454545455,40.5454545455,1
3175,2,4,240,597,97,247,24,65,65,60,51,44,27,16,29,45,24,21,10,15,9,10,22,43,6,11,27,12.3746543671,7,31,32,6,2.38692312377,4.33835845896,43.3835845896,4
3176,2,4,209,526,79,226,19,58,64,56,25,33,24,15,33,43,24,18,13,7,9,14,12,44,6,10,11,9.76232817781,9,32,15,1,2.19426276091,4.33840304183,43.3840304183,4
3177,2,1,55,173,9,58,4,32,12,15,11,0,5,3,4,13,11,7,3,0,6,0,18,7,3,1,0,4.28161920499,1,8,5,0,1.60065771533,3.7225433526,37.225433526,4
3178,2,4,129,324,47,149,16,28,32,33,11,15,18,7,21,20,11,17,6,0,6,7,3,34,14,3,6,5.5387850006,4,11,16,0,2.12367488829,4.29012345679,42.9012345679,2
3179,2,4,121,384,59,161,19,39,52,37,28,17,24,9,22,29,15,10,15,1,17,8,12,26,5,5,5,7.7216090007,2,21,11,0,2.05710866024,4.05729166667,40.5729166667,2
3180,2,3,226,660,102,226,28,73,78,52,39,42,35,15,50,54,27,35,14,11,24,16,19,63,6,15,19,14.6507730336,9,33,9,6,2.36426771035,4.17121212121,41.7121212121,4
3181,2,4,249,594,93,260,27,97,69,72,33,28,32,14,42,32,25,22,9,8,22,5,26,41,4,10,7,9.4020506856,8,30,16,1,2.18842319127,4.367003367,43.67003367,3
3182,2,2,80,170,26,67,6,21,20,11,19,7,16,4,7,26,3,3,0,1,5,2,23,6,2,6,15,2.27629220243,0,6,6,0,1.95387109401,4.58823529412,45.8823529412,0
3183,2,3,136,326,63,134,12,50,36,29,15,24,16,7,17,33,15,8,6,1,13,7,19,19,3,3,10,4.97306925056,6,15,9,0,2.14682398735,4.57055214724,45.7055214724,2
3184,2,3,164,377,71,174,15,36,41,26,29,24,19,10,26,46,15,18,11,4,8,5,37,31,12,5,4,5.42304838731,5,20,8,0,2.19243269085,4.54907161804,45.4907161804,6
3185,2,4,134,353,67,134,15,48,42,48,22,17,16,9,16,31,13,13,2,2,12,3,18,32,3,10,13,9.84732185056,6,19,7,0,2.27434110871,4.2209631728,42.209631728,0
3186,2,2,96,300,19,139,12,38,34,36,18,5,13,10,29,13,15,13,1,0,8,1,20,21,1,5,2,5.1547268957,5,12,11,0,1.61699447308,3.97333333333,39.7333333333,4
3187,2,3,112,284,58,99,14,38,34,30,14,16,16,7,20,19,11,7,13,3,11,7,14,19,6,5,2,6.2899022495,0,11,10,0,2.33031089722,4.35211267606,43.5211267606,3
3188,2,3,127,403,45,174,11,44,57,32,19,11,13,9,30,31,14,8,2,1,6,11,17,33,4,5,11,9.05452504633,8,28,15,0,1.89030104169,4.03722084367,40.3722084367,2
3189,2,4,206,531,94,257,27,55,64,44,26,37,33,9,45,53,16,18,11,7,14,10,10,41,1,11,3,11.4131241589,3,41,23,2,2.28313679858,4.39359698682,43.9359698682,2
3190,2,4,131,366,35,148,18,39,41,32,34,20,22,8,24,27,11,11,7,2,4,4,6,29,5,5,6,6.37121786361,2,21,14,2,2.00613065915,4.12841530055,41.2841530055,3
3191,2,4,202,593,92,209,24,62,62,37,32,28,34,9,41,37,35,21,13,4,18,19,24,75,20,11,9,14.1009997155,5,44,11,1,2.16633474884,4.1281618887,41.281618887,9
3192,2,3,67,191,31,67,10,21,14,18,18,15,12,3,12,10,7,12,10,2,14,0,11,14,0,2,5,3.65473668294,0,11,5,0,2.32218860859,4.1832460733,41.832460733,2
3193,2,3,163,380,72,153,19,35,46,28,30,33,20,7,31,48,24,15,16,0,12,5,13,14,3,2,3,5.40291305846,3,12,15,0,2.19501113406,4.55,45.5,3
3194,2,3,139,433,54,155,13,46,49,33,37,24,14,10,40,25,28,21,5,2,11,4,17,36,3,6,7,8.12656755043,9,24,8,0,2.05430768217,4.09468822171,40.9468822171,2
3195,2,4,144,307,77,125,12,32,34,19,23,26,16,7,16,26,8,15,8,1,8,7,13,32,5,10,8,5.18661860382,3,12,14,0,2.38763357888,4.66449511401,46.6449511401,1
3196,2,4,185,564,66,213,15,74,70,55,27,24,20,13,29,42,29,25,18,5,16,5,35,48,7,9,12,13.1171641959,13,32,15,1,2.11890948562,4.02127659574,40.2127659574,5
3197,2,3,92,229,37,103,9,15,35,18,16,18,14,4,14,35,9,5,2,2,7,5,7,18,1,6,0,3.0062039742,3,14,8,0,2.14686214839,4.45851528384,44.5851528384,2
3198,2,2,76,238,24,93,10,39,27,22,22,12,11,7,16,11,17,8,3,2,10,5,14,19,2,4,6,4.8437997175,4,8,4,0,2.05984292541,4.04201680672,40.4201680672,0
3199,2,4,129,348,54,139,15,49,39,27,26,21,22,9,31,26,15,8,2,4,13,2,15,32,3,4,5,7.12294674824,2,30,9,1,2.19569892651,4.29885057471,42.9885057471,1
3200,2,4,226,583,103,231,20,73,61,69,41,39,21,16,33,34,20,27,23,1,14,8,20,37,32,8,14,11.0764683179,10,19,13,0,2.1637707019,4.30188679245,43.0188679245,5
3201,2,4,125,331,65,118,19,43,46,28,27,25,22,5,11,42,16,4,5,9,16,2,27,29,0,3,12,4.46105947353,2,29,5,3,2.41755761483,4.48942598187,44.8942598187,3
3202,2,5,217,557,89,203,30,67,58,73,41,31,38,8,29,50,14,26,16,5,17,4,24,30,1,7,24,9.02560686855,3,27,22,1,2.12862181484,4.26032315978,42.6032315978,4
3203,2,4,164,366,76,162,17,43,37,23,23,18,28,4,19,35,12,17,12,2,9,19,9,25,0,3,4,6.74518334148,1,20,19,0,2.2373966029,4.53005464481,45.3005464481,6
3204,2,3,163,344,87,115,13,56,41,37,35,33,16,10,17,28,15,8,8,14,11,7,42,11,2,9,28,6.92291725164,5,20,5,4,2.65890342846,4.79069767442,47.9069767442,5
3205,2,3,112,312,55,107,12,55,33,37,21,21,16,9,18,14,16,13,13,2,12,4,17,12,1,5,2,5.10082438101,4,8,10,1,2.22669219548,4.33974358974,43.3974358974,4
3206,2,4,331,948,110,429,37,69,106,66,34,56,39,24,83,78,39,37,27,0,8,15,3,108,42,13,1,19.5726973302,16,53,29,0,2.01048179165,4.10864978903,41.0864978903,14
3207,2,3,136,285,52,116,10,47,28,34,16,13,19,8,17,33,13,8,14,1,9,1,16,11,0,0,7,5.43752326445,6,14,7,0,2.16908211524,4.39649122807,43.9649122807,3
3208,2,4,163,387,81,155,16,46,46,27,15,27,19,11,27,43,23,13,7,4,8,13,14,30,6,8,3,4.62379383958,4,9,23,1,2.19755085492,4.60981912145,46.0981912145,1
3209,2,3,73,226,22,95,7,20,38,15,13,10,8,7,11,13,4,9,3,2,9,7,12,25,2,1,2,4.40715379793,4,19,6,0,1.94063315196,4.05309734513,40.5309734513,2
3210,2,4,175,431,76,172,17,42,55,18,39,39,32,11,24,33,24,18,10,11,10,2,36,33,8,11,36,7.98220942771,5,23,13,3,2.43219826697,4.51044083527,45.1044083527,0
3211,2,3,99,297,45,100,11,31,25,28,19,16,14,6,29,20,15,16,3,2,8,4,29,21,5,7,4,5.78365026131,4,12,10,1,2.19371905959,4.20538720539,42.0538720539,5
3212,2,4,255,667,84,305,29,67,74,47,35,29,39,12,44,68,17,29,13,0,21,6,2,51,10,6,1,8.21680432589,6,36,33,0,1.90980417836,4.31184407796,43.1184407796,4
3213,2,4,144,467,52,210,24,42,44,41,15,12,27,11,37,26,20,23,7,0,12,6,18,61,4,13,5,6.13698124631,2,34,21,0,1.78631156503,4.04710920771,40.4710920771,3
3214,2,4,297,656,145,250,23,92,92,59,61,67,24,18,34,68,29,22,18,20,17,27,34,23,1,4,12,11.578160548,13,32,8,7,2.54711286209,4.74847560976,47.4847560976,6
3215,2,3,69,183,44,56,6,15,21,14,20,15,8,5,17,18,8,9,3,3,9,1,22,10,0,4,1,3.95940364669,5,8,7,0,2.39004269614,4.47540983607,44.7540983607,0
3216,2,4,200,522,86,244,17,77,61,55,24,20,17,17,29,43,23,22,15,6,14,16,12,20,7,13,9,7.8371627719,10,21,18,3,2.13282543538,4.33333333333,43.3333333333,7
3217,2,4,257,629,119,259,28,79,78,71,34,50,28,20,49,49,31,13,11,4,15,15,13,33,14,8,3,8.99178372007,9,21,30,0,2.24005299776,4.49125596184,44.9125596184,8
3218,2,3,119,313,64,118,11,35,38,29,26,22,14,8,18,29,13,12,4,1,4,4,14,23,14,0,9,5.10689033184,4,15,11,1,2.26630787594,4.3642172524,43.642172524,2
3219,2,4,293,679,152,247,31,101,82,76,60,73,37,19,28,49,30,39,15,20,16,15,25,26,15,11,30,10.2763924143,7,19,14,12,2.5835599508,4.69661266568,46.9661266568,4
3220,2,3,137,464,54,204,19,57,48,46,31,14,26,12,39,23,14,19,3,0,14,6,30,55,11,6,9,9.6672212739,6,28,15,0,1.84014770909,3.97844827586,39.7844827586,1
3221,2,3,220,638,79,225,26,91,77,50,24,12,32,18,52,30,36,24,7,0,22,6,55,75,40,10,55,14.3446730603,7,23,7,0,1.84653560879,4.00626959248,40.0626959248,4
3222,2,3,55,162,23,63,6,15,22,9,8,8,7,5,9,23,6,4,2,0,3,3,13,21,1,1,0,2.54867028148,4,12,8,0,2.0527885056,4.18518518519,41.8518518519,3
3223,2,3,141,320,56,125,17,38,26,33,17,24,22,6,21,55,25,13,1,1,9,2,6,15,5,4,0,4.64849156584,0,9,13,0,2.22674106795,4.415625,44.15625,0
3224,2,3,163,439,83,175,16,64,57,32,32,31,18,11,26,32,24,8,8,3,17,5,15,35,3,7,8,9.24216506331,8,23,14,1,2.33762367697,4.33257403189,43.3257403189,2
3225,2,4,90,241,39,107,11,22,29,24,14,17,13,6,18,19,9,4,9,1,7,2,7,21,6,1,5,4.72810643542,2,17,7,0,2.14138887984,4.26141078838,42.6141078838,3
3226,2,4,124,340,50,125,13,33,31,21,22,16,18,9,23,23,21,16,7,0,14,8,6,30,1,4,7,5.40511822778,6,25,9,0,2.05273821181,4.22058823529,42.2058823529,3
3227,2,3,146,451,48,208,17,62,58,53,34,19,20,13,40,34,15,17,0,1,7,6,25,31,3,7,6,7.54982153342,8,29,14,0,1.85785588244,4.11308203991,41.1308203991,2
3228,2,4,277,684,120,308,30,97,88,85,39,49,35,20,42,55,21,23,21,10,20,11,13,20,9,9,13,12.0109791224,8,25,28,3,2.28492218717,4.45906432749,44.5906432749,4
3229,2,4,146,410,54,171,11,64,59,48,27,20,12,11,21,20,10,14,7,6,15,7,19,23,4,5,14,8.17635042149,8,23,14,2,2.146875933,4.21463414634,42.1463414634,9
3230,2,2,33,118,10,43,4,10,14,12,4,5,4,3,5,12,9,10,0,0,2,0,5,7,0,1,5,1.55434245832,2,8,3,0,1.82756589559,3.89830508475,38.9830508475,1
3231,2,4,257,753,75,311,39,115,103,74,36,14,50,12,41,22,12,32,11,4,17,26,50,73,59,39,35,15.4502361987,2,13,11,1,1.80341128128,4.0411686587,40.411686587,3
3232,2,3,66,193,37,79,9,28,24,12,11,16,10,6,11,21,5,8,0,5,5,3,11,18,6,8,0,4.74222282943,3,9,2,1,2.41426835912,4.33678756477,43.3678756477,2
3233,2,3,137,351,70,147,18,47,46,33,19,24,21,7,23,31,11,20,13,1,17,4,3,16,3,3,0,6.43311365351,1,11,12,0,2.3139997914,4.37321937322,43.7321937322,1
3234,2,3,134,318,63,132,13,42,35,27,21,22,16,7,11,26,12,16,7,2,9,2,19,19,8,6,4,4.47017651438,5,16,13,0,2.19943845382,4.50314465409,45.0314465409,5
3235,2,4,246,644,96,255,32,70,75,54,47,34,34,17,50,48,27,16,5,5,16,13,36,56,11,9,40,9.94171342423,5,32,26,1,2.08185701904,4.34161490683,43.4161490683,8
3236,2,4,210,516,79,218,23,58,55,47,41,31,32,11,35,48,16,30,10,7,21,3,20,20,5,2,19,7.40641723549,4,20,15,1,2.18577955708,4.38759689922,43.8759689922,6
3237,2,2,30,93,15,30,5,9,12,2,4,4,5,2,5,8,3,4,3,1,2,1,8,12,0,2,0,1.75098717627,1,7,7,0,2.19001516728,4.17204301075,41.7204301075,0
3238,2,2,96,248,37,106,11,28,24,27,16,15,12,7,19,24,6,15,5,4,8,3,12,16,2,1,2,3.87800740365,3,23,5,1,2.17161918119,4.4314516129,44.314516129,1
3239,2,4,173,505,63,203,18,47,56,42,42,14,19,13,23,42,28,24,3,1,6,12,7,61,10,8,1,9.0235030992,9,27,11,0,1.85484783058,4.00396039604,40.0396039604,2
3240,2,2,88,255,22,109,11,28,36,28,14,3,17,5,22,17,8,8,0,1,9,3,21,20,1,5,5,4.74726503481,3,20,9,0,1.75223891275,4.06666666667,40.6666666667,0
3241,2,1,15,40,3,17,2,5,4,3,3,0,3,1,3,4,1,1,1,0,1,0,9,3,2,0,0,0.509766441436,1,2,3,0,1.49336137794,4.225,42.25,0
3242,2,4,131,387,59,154,15,49,32,37,25,21,20,7,25,25,21,15,4,5,22,5,10,38,2,7,4,5.93315864534,5,20,8,0,2.2084415596,4.18604651163,41.8604651163,1
3243,2,4,251,641,103,270,18,91,58,59,48,33,21,15,39,35,28,29,11,8,19,10,30,48,10,16,14,13.2767655658,11,33,21,1,2.21471729548,4.28705148206,42.8705148206,3
3244,2,2,60,136,19,74,8,19,17,13,6,1,11,2,7,17,4,2,3,0,4,4,5,9,2,2,2,2.10135015528,0,9,5,0,1.81171147674,4.41911764706,44.1911764706,3
3245,2,2,24,67,9,27,4,5,4,4,6,2,4,1,8,6,2,2,1,0,1,1,3,8,0,1,0,1.40118737687,0,5,4,0,1.96417484283,3.92537313433,39.2537313433,0
3246,2,3,75,270,34,87,11,26,34,24,19,14,14,8,17,16,8,10,4,4,7,3,8,32,2,3,5,6.03825354082,2,18,12,1,2.23423847459,3.93333333333,39.3333333333,2
3247,2,4,184,540,77,230,23,49,68,33,31,33,26,13,40,37,28,12,11,1,20,9,15,72,15,13,3,11.9374948486,7,35,11,0,2.04145520131,4.15925925926,41.5925925926,6
3248,2,4,136,392,45,118,15,64,49,35,28,15,18,11,14,17,13,11,9,1,9,4,23,35,24,14,16,8.09038773015,4,11,11,1,2.02603075394,3.99234693878,39.9234693878,1
3249,2,3,238,653,109,257,29,82,80,75,37,43,33,17,44,46,20,19,11,10,29,12,25,51,10,7,19,11.2265213289,5,17,27,3,2.26535561781,4.29555895865,42.9555895865,7
3250,2,2,37,113,14,52,6,15,8,19,3,4,12,0,9,10,5,3,2,0,1,0,10,9,4,1,0,1.46301915733,0,10,5,0,1.76369483444,4.37168141593,43.7168141593,1
3251,2,3,103,284,33,120,9,39,33,29,15,16,10,6,23,7,7,12,2,0,16,4,11,28,3,2,2,5.21993846528,4,11,15,0,2.03106320372,4.12676056338,41.2676056338,1
3252,2,4,140,393,61,202,17,45,55,46,16,15,19,10,22,49,14,11,8,3,19,4,16,16,1,8,1,6.38315926512,3,26,13,3,2.27618937351,4.36386768448,43.6386768448,4
3253,2,4,165,463,75,185,22,59,45,49,28,19,24,12,31,27,19,15,8,0,15,7,12,39,10,6,7,7.80539159843,5,22,23,0,2.0096585012,4.19222462203,41.9222462203,2
3254,2,5,198,508,98,182,17,87,55,54,29,47,18,14,30,29,32,13,9,11,16,3,37,32,9,7,53,8.5176758258,10,21,15,8,2.5086843836,4.51968503937,45.1968503937,4
3255,2,3,161,510,83,195,21,65,65,37,34,25,24,15,56,19,18,13,13,6,15,6,24,69,3,13,1,9.98405765749,7,32,13,0,2.14259565231,4.14901960784,41.4901960784,1
3256,2,3,96,247,36,92,12,35,31,17,15,11,13,6,21,16,10,5,9,0,4,7,22,19,4,4,2,6.38119162044,3,13,9,0,2.16977935838,4.15384615385,41.5384615385,1
3257,2,1,25,94,10,31,5,23,7,13,9,1,7,2,3,1,3,2,0,0,4,1,12,7,6,1,2,3.64332480823,1,0,2,0,1.86175736101,3.73404255319,37.3404255319,0
3258,2,4,204,621,103,231,21,82,92,61,40,30,22,16,44,60,26,21,11,5,18,7,26,40,5,5,13,12.6642881982,13,41,15,2,2.17424442958,4.12721417069,41.2721417069,0
3259,2,2,35,111,8,50,4,12,11,7,5,2,11,1,8,10,3,5,0,0,1,1,4,12,1,0,0,2.17481231891,0,9,5,0,1.77123249103,3.90990990991,39.0990990991,1
3260,2,4,175,481,62,186,19,62,53,44,22,20,24,11,34,33,24,12,19,7,20,10,46,31,12,6,47,9.67505050779,7,11,18,0,2.07647033129,4.19542619543,41.9542619543,2
3261,2,4,209,573,88,232,19,53,62,67,28,36,28,10,32,52,29,27,18,2,22,6,11,30,5,2,9,8.08310995103,8,45,17,0,2.14324720591,4.28795811518,42.8795811518,3
3262,2,4,111,325,36,152,18,33,36,34,16,12,20,6,13,25,15,9,7,0,10,6,17,26,4,4,9,3.68201509441,2,22,11,0,1.80504200455,4.17846153846,41.7846153846,2
3263,2,4,232,568,90,224,23,64,71,53,36,28,26,14,26,41,20,23,8,4,21,15,16,35,6,8,17,20.0998194303,9,27,27,1,2.17111974815,4.27288732394,42.7288732394,2
3264,2,2,55,160,29,64,5,22,22,18,7,5,5,5,11,10,8,5,2,2,5,0,6,14,2,5,1,2.9283934157,3,5,6,0,2.123681611,4.15625,41.5625,1
3265,2,4,209,535,66,234,18,89,71,55,36,25,19,14,29,33,27,17,14,9,10,10,43,24,21,6,37,10.8974582931,10,23,7,0,2.07854112981,4.27663551402,42.7663551402,2
3266,2,4,320,734,161,295,27,99,86,78,50,49,33,19,48,61,27,27,26,3,17,13,20,42,16,17,12,12.0198592822,10,23,21,3,2.32618237724,4.53950953678,45.3950953678,9
