id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1
4479,2,4,152,622,64,224,27,82,71,63,22,17,28,17,32,26,36
4480,2,4,165,405,73,172,16,68,51,34,32,30,16,11,30,18,14
4481,2,3,157,423,59,168,20,56,48,53,31,29,22,10,22,38,19
4482,2,3,56,145,29,45,7,22,19,14,9,8,10,2,3,12,8
4483,2,3,158,446,62,184,20,21,44,32,34,20,33,7,51,38,15
4484,2,4,155,412,79,155,20,50,49,39,37,25,27,7,23,16,8
4485,2,3,210,596,65,244,19,73,76,43,23,11,20,16,29,55,33
4486,2,4,146,376,61,148,17,34,44,33,22,21,19,10,24,53,13
4487,2,3,152,537,52,232,26,54,38,30,23,10,28,15,32,25,35
4488,2,3,109,298,42,107,15,22,29,23,21,10,16,6,21,28,10
4489,2,4,165,431,74,179,22,54,46,41,29,32,27,10,20,43,16
4490,2,3,111,245,63,101,11,37,16,13,19,25,19,4,26,8,13
4491,2,4,153,345,74,139,12,40,42,37,22,27,14,9,31,44,17
4492,2,3,99,241,42,121,10,24,25,17,14,14,20,2,11,24,2
4493,2,4,195,481,81,206,20,55,62,41,37,28,22,9,33,41,8
4494,2,4,113,347,41,127,15,41,43,35,20,15,19,6,20,31,11
4495,2,4,104,254,53,105,10,36,25,21,13,25,11,6,19,27,9
4496,2,4,151,427,52,171,17,36,53,40,33,21,18,10,30,49,27
4497,2,4,181,495,69,237,21,65,54,41,22,16,29,11,42,15,16
4498,2,4,183,498,68,226,19,56,53,59,26,24,21,12,27,59,22
4499,2,4,202,540,72,203,20,61,54,41,30,22,24,11,33,32,29
4500,2,2,31,138,9,48,4,20,6,14,6,0,4,4,11,8,11
4501,2,4,159,365,70,136,17,47,48,41,31,19,23,9,22,42,9
4502,2,3,122,338,47,123,16,28,47,34,26,24,19,11,25,42,17
4503,2,4,304,802,164,317,33,121,107,105,42,52,46,21,52,62,29
4504,2,3,119,315,54,144,16,41,39,32,21,13,17,9,18,30,17
4505,2,3,67,309,26,110,16,24,32,32,13,4,18,7,16,15,12
4506,2,3,129,285,63,116,10,41,45,19,29,26,11,8,11,37,12
4507,2,2,46,130,21,58,6,2,5,0,0,6,7,4,1,0,0
4508,2,4,167,406,69,181,18,39,50,30,31,24,18,12,18,44,12
4509,2,3,47,145,11,57,5,14,21,9,11,4,6,4,6,6,7
4510,2,4,158,399,66,178,16,42,48,18,29,25,17,11,33,31,21
4511,2,5,216,495,104,194,22,55,64,46,40,32,25,14,34,48,19
4512,2,4,94,232,56,91,9,26,30,21,13,22,10,6,18,24,7
4513,2,4,174,448,67,187,18,44,46,42,27,29,27,10,22,52,20
4514,2,4,229,509,111,195,17,64,60,53,37,35,20,13,32,45,21
4515,2,3,78,229,36,80,9,32,22,18,14,17,16,3,20,8,20
4516,2,3,111,265,55,102,12,19,35,29,17,26,13,9,18,33,9
4517,2,3,128,276,57,146,13,43,32,28,14,18,16,6,13,29,4
4518,2,3,119,295,47,127,16,41,33,34,21,18,17,7,11,41,16
4519,2,3,149,389,61,161,17,49,43,51,22,20,23,12,38,23,8
4520,2,4,143,328,75,114,15,48,37,33,21,33,18,13,26,30,16
4521,2,4,178,508,74,186,21,65,77,48,33,22,26,11,35,33,13
4522,2,3,67,246,27,87,9,27,28,21,19,8,11,6,10,11,14
4523,2,4,156,407,94,154,21,63,46,54,24,33,27,7,23,36,13
4524,2,3,107,312,41,133,13,36,41,23,13,12,21,7,29,29,12
4525,2,3,71,212,31,80,10,33,28,29,10,7,12,6,17,12,5
4526,2,3,110,288,44,132,10,39,22,22,29,17,11,10,19,28,22
4527,2,4,250,688,119,255,23,82,79,62,49,44,29,15,56,46,35
4528,2,4,150,334,71,134,14,45,32,33,14,28,20,8,12,52,13
4529,2,3,110,374,31,128,12,48,40,39,27,9,15,6,19,18,16
4530,2,3,123,411,43,175,3,41,64,29,15,19,3,3,24,42,34
4531,2,4,127,317,43,126,14,57,35,29,22,18,17,7,8,24,8
4532,2,4,139,359,38,147,17,42,48,36,16,8,18,9,23,23,16
4533,2,3,131,297,51,134,10,33,26,17,19,25,14,8,21,28,15
4534,2,4,249,773,92,351,21,105,93,91,33,24,23,18,51,48,43
4535,2,2,98,329,45,131,12,36,46,45,11,11,13,10,23,29,10
4536,2,3,171,397,72,165,16,56,56,38,32,21,18,8,23,25,17
4537,2,4,212,423,108,199,18,72,45,37,29,37,26,11,25,41,20
4538,2,4,168,417,66,175,16,43,44,29,22,18,22,6,19,37,17
4539,2,4,125,371,48,123,15,52,38,40,35,28,19,9,31,24,12
4540,2,5,191,417,81,158,19,48,55,41,30,40,23,10,28,32,17
4541,2,5,256,670,114,271,26,101,88,68,46,48,28,19,48,36,37
4542,2,4,204,528,104,224,21,55,76,37,41,39,24,14,29,54,24
4543,2,4,195,470,85,191,22,71,47,53,33,34,25,10,27,25,31
4544,2,3,137,390,36,182,12,45,39,28,20,6,13,12,27,15,19
4545,2,4,144,355,50,170,15,34,47,39,16,19,19,6,30,43,5
4546,2,5,190,418,103,192,18,69,44,34,37,39,20,12,30,29,18
4547,2,2,21,88,9,34,5,9,9,8,5,4,7,2,6,6,2
4548,2,2,95,299,25,130,12,47,35,27,22,9,12,10,21,29,14
4549,2,3,175,441,59,194,21,79,50,54,15,8,23,9,19,19,19
4550,2,3,81,213,35,86,10,12,26,11,13,15,14,4,22,31,5
4551,2,3,102,310,31,111,13,45,31,31,8,10,18,6,18,31,20
4552,2,3,142,399,47,170,17,41,52,28,20,9,22,12,22,33,25
4553,2,4,177,467,73,178,22,54,48,53,26,35,31,7,34,43,13
4554,2,4,112,263,51,120,11,40,42,26,18,27,15,7,16,25,12
4555,2,3,65,156,29,67,8,21,20,11,6,14,8,6,8,22,10
4556,2,4,124,284,40,126,13,25,32,22,17,19,17,6,20,30,13
4557,2,4,145,366,74,138,14,53,43,39,16,34,18,8,22,37,19
4558,2,4,149,327,75,154,15,25,38,30,23,28,19,8,18,34,14
4559,2,4,249,600,104,263,22,93,84,73,36,39,22,18,27,47,18
4560,2,2,19,44,4,14,2,2,4,2,2,1,4,2,5,4,1
4561,2,3,112,304,43,112,13,31,33,26,29,10,14,7,9,29,8
4562,2,5,216,522,110,199,20,85,75,53,24,52,24,13,21,35,14
4563,2,3,124,263,66,106,13,37,22,25,17,17,17,4,18,20,10
4564,2,3,191,478,84,230,24,51,68,27,27,31,29,10,32,56,14
4565,2,3,168,432,81,193,22,44,49,34,36,29,24,10,26,41,14
4566,2,3,141,343,49,140,17,3,11,4,4,14,25,5,3,2,0
4567,2,5,199,421,97,147,19,48,46,56,41,51,26,9,20,49,13
4568,2,4,154,374,64,146,17,59,38,45,23,27,20,6,23,23,11
4569,2,3,116,323,57,118,13,45,30,32,22,23,25,4,22,19,15
4570,2,2,98,358,26,151,16,47,32,34,20,7,20,8,28,25,20
4571,2,3,190,437,79,171,16,75,50,51,31,28,18,12,14,33,26
4572,2,1,29,63,14,29,3,9,7,4,3,3,6,0,4,3,2
4573,2,3,95,288,37,104,15,52,41,42,17,15,17,6,18,20,12
4574,2,4,183,490,69,188,21,67,42,58,29,19,29,12,17,35,26
4575,2,4,159,397,68,202,18,48,59,40,24,22,25,7,19,42,7
4576,2,4,343,705,142,316,25,90,73,76,44,58,29,19,32,79,38
4577,2,5,297,897,121,383,34,122,97,97,43,36,36,24,75,36,40
4578,2,4,115,318,31,133,20,34,34,37,19,11,22,3,15,27,3
4579,2,4,212,527,114,212,26,73,70,56,39,48,28,14,41,49,17
4580,2,2,45,134,18,42,6,18,17,4,5,5,6,4,13,10,8
4581,2,4,146,436,53,177,20,55,60,27,26,16,25,8,35,39,14
4582,2,3,55,205,18,75,7,28,18,11,14,4,9,5,17,8,4
4583,2,3,114,342,48,131,15,39,40,34,18,13,17,9,21,18,17
4584,2,4,239,630,108,279,24,100,68,54,44,58,25,16,44,55,26
4585,2,3,176,340,92,150,14,50,42,27,30,39,29,6,34,42,7
4586,2,4,199,464,88,190,25,51,59,37,39,45,30,7,23,51,18
4587,2,2,99,237,45,108,10,16,27,8,12,15,12,6,23,19,13
4588,2,4,294,681,140,275,30,94,75,86,45,53,35,19,35,60,28
4589,2,4,112,307,44,117,16,32,29,34,19,16,17,7,24,15,18
4590,2,2,44,126,16,55,5,15,14,10,10,6,6,5,13,3,4
4591,2,3,170,642,100,209,22,77,91,96,24,39,22,18,35,28,12
4592,2,4,95,302,36,105,14,32,28,19,12,17,16,9,35,13,17
4593,2,3,110,306,59,108,9,37,36,26,41,19,10,7,13,15,17
4594,2,3,239,614,105,230,15,73,47,50,44,35,17,13,38,44,36
4595,2,3,83,238,29,100,10,25,31,23,13,12,12,6,15,18,9
4596,2,3,72,201,23,81,9,19,24,17,11,10,18,2,16,14,4
4597,2,3,85,289,28,107,10,38,26,23,25,6,12,9,14,16,11
4598,2,4,86,215,31,90,9,25,29,12,8,14,10,5,14,18,2
4599,2,3,70,181,29,67,9,21,12,16,11,7,10,3,15,12,4
4600,2,4,187,400,107,182,16,55,48,35,24,37,22,7,32,47,17
4601,2,3,309,808,125,308,33,95,98,52,55,29,40,24,27,64,36
4602,2,4,262,571,134,248,28,61,59,49,47,53,33,13,43,69,26
4603,2,3,84,222,27,91,9,20,16,14,16,13,9,6,16,24,15
4604,2,4,157,408,76,195,21,58,58,33,23,25,23,8,23,25,15
4605,2,3,95,346,29,126,18,44,48,28,18,5,23,5,22,17,17
4606,2,3,118,397,42,150,13,63,49,37,20,16,14,11,23,20,18
4607,2,3,69,174,35,81,8,19,19,15,13,17,12,2,14,21,2
4608,2,3,70,179,30,60,7,23,22,16,13,8,10,3,4,11,8
4609,2,4,166,385,85,162,16,59,53,37,22,36,21,9,14,30,17
4610,2,2,59,135,29,58,6,17,24,11,9,8,6,2,6,10,2
4611,2,3,202,496,92,199,20,69,68,44,46,32,21,14,25,36,20
4612,2,5,230,480,107,177,25,70,72,49,39,49,34,9,12,42,10
4613,2,3,282,839,94,321,28,109,95,95,44,36,31,24,56,42,39
4614,2,3,135,317,70,131,16,33,41,29,41,28,17,9,14,40,13
4615,2,3,134,295,68,116,14,40,38,38,24,27,21,6,20,34,5
4616,2,4,172,444,60,205,22,33,39,29,29,24,25,12,40,50,21
4617,2,4,165,445,72,171,22,71,53,45,29,26,25,9,31,17,6
4618,2,3,98,270,36,110,15,36,27,27,21,12,17,5,15,21,13
4619,2,3,88,244,44,107,10,32,22,17,15,21,17,5,17,22,11
4620,2,4,166,426,80,156,18,67,66,55,31,21,22,8,16,38,21
4621,2,4,152,327,69,147,11,42,30,30,23,36,19,6,16,45,16
4622,2,2,33,81,15,32,4,14,11,7,4,4,4,2,4,6,7
4623,2,4,133,369,52,138,19,48,47,22,41,18,25,6,21,48,13
4624,2,4,266,593,147,245,24,100,77,91,64,56,25,16,21,36,22
4625,2,3,94,269,38,112,9,42,36,36,18,15,17,5,20,13,10
4626,2,4,121,350,58,134,15,45,39,37,26,24,21,11,27,27,13
4627,2,3,128,328,57,129,16,34,33,26,22,20,21,7,25,33,13
4628,2,3,55,121,28,51,6,20,13,8,5,14,10,2,9,8,1
4629,2,4,217,656,94,264,29,93,78,76,53,34,32,19,56,35,17
4630,2,3,115,346,44,175,12,34,40,52,26,13,12,10,10,30,15
4631,2,3,124,330,54,136,12,36,29,32,25,17,14,8,22,33,18
4632,2,6,277,678,128,287,28,118,63,75,61,36,31,11,41,44,40
4633,2,3,150,422,67,147,20,65,50,31,23,29,21,12,17,42,27
4634,2,4,291,764,137,291,32,93,80,64,54,53,32,24,53,61,43
4635,2,3,87,214,38,77,8,25,24,23,19,21,16,5,19,21,11
4636,2,3,81,269,28,124,11,24,21,15,17,17,15,6,19,21,14
4637,2,3,94,271,30,120,10,29,35,23,13,7,13,7,13,28,11
4638,2,2,87,247,34,98,11,29,22,30,16,18,17,4,6,21,9
4639,2,4,134,384,41,180,16,54,46,35,23,18,19,10,29,35,15
4640,2,4,101,348,31,146,10,34,32,27,18,13,11,8,44,27,14
4641,2,3,54,159,24,55,9,4,15,5,10,4,11,4,8,15,9
4642,2,3,122,331,46,142,16,27,41,20,18,20,20,8,21,43,16
4643,2,3,94,218,32,87,10,31,21,15,13,21,19,3,12,29,5
4644,2,2,138,462,55,191,14,71,42,50,28,12,16,11,37,24,24
4645,2,4,122,304,57,113,15,44,41,22,21,15,18,7,23,19,17
4646,2,2,57,150,23,54,7,22,16,14,8,8,9,3,13,17,7
4647,2,4,218,465,114,196,25,49,50,35,36,49,26,9,26,54,25
4648,2,4,185,444,91,180,21,48,40,36,42,33,27,11,28,38,9
4649,2,4,186,546,69,215,26,81,75,62,39,24,31,18,39,36,23
4650,2,3,90,338,42,126,11,37,50,34,15,12,29,4,18,23,15
4651,2,3,97,245,43,103,12,23,31,22,16,16,16,5,19,24,4
4652,2,4,183,511,88,201,24,79,72,50,34,40,32,11,41,23,18
4653,2,3,90,249,38,109,10,22,27,23,20,20,11,8,17,22,13
4654,2,3,84,343,23,108,16,47,38,29,38,2,22,7,18,14,15
4655,2,4,94,297,43,108,14,34,45,18,14,18,27,1,25,31,15
4656,2,4,166,422,56,169,23,56,41,45,25,18,25,8,16,40,15
4657,2,1,10,31,1,17,2,1,5,5,1,0,2,0,2,7,2
4658,2,3,63,168,27,68,8,28,22,13,9,9,15,1,9,19,3
4659,2,3,114,349,39,146,16,38,50,37,17,8,21,8,26,33,18
4660,2,3,75,271,37,89,9,32,28,24,14,10,10,6,18,9,13
4661,2,4,188,457,98,180,16,59,53,42,24,35,18,13,39,26,14
4662,2,3,140,380,65,149,17,46,58,35,31,22,25,6,21,45,19
4663,2,4,269,660,130,284,17,80,92,57,42,45,19,13,44,57,24
4664,2,3,62,216,27,68,9,31,27,30,9,10,12,7,21,11,1
4665,2,2,40,143,21,51,6,15,14,12,6,6,10,3,10,5,4
4666,2,3,169,431,64,187,15,53,47,42,32,23,21,11,22,43,23
4667,2,4,217,754,94,311,32,89,81,72,60,39,36,19,46,37,39
4668,2,3,85,266,27,95,13,18,26,28,12,16,13,7,10,30,22
4669,2,4,232,606,91,240,26,89,72,58,38,31,28,16,36,49,34
4670,2,3,129,320,55,145,15,37,46,35,31,11,22,6,12,30,10
4671,2,4,194,423,101,187,20,56,47,42,30,24,22,10,16,38,23
4672,2,3,56,129,16,51,5,14,12,16,7,5,7,4,10,18,5
4673,2,2,68,157,30,54,7,31,19,14,11,14,12,2,12,14,8
4674,2,4,171,417,74,194,21,57,53,54,27,20,22,10,22,29,9
4675,2,2,71,184,24,75,4,16,14,18,10,11,7,3,12,24,11
4676,2,3,78,240,20,126,7,20,24,16,12,1,7,5,16,24,8
4677,2,4,214,553,97,248,20,88,65,53,26,31,26,12,34,50,27
4678,2,3,100,209,43,95,7,24,20,18,17,15,8,7,13,29,15
4679,2,4,139,437,50,174,20,45,48,42,28,13,23,16,32,39,11
4680,2,4,125,307,64,112,13,42,38,40,24,25,17,5,20,22,4
4681,2,3,89,222,31,90,7,20,26,19,14,13,14,5,17,24,8
4682,2,3,129,293,58,122,14,42,33,34,21,25,17,6,16,26,10
4683,2,2,51,115,25,45,5,13,15,8,11,7,8,3,4,14,5
4684,2,4,134,364,65,164,17,40,34,46,24,24,19,7,19,32,18
4685,2,4,323,788,100,311,32,105,108,76,59,23,42,18,49,63,30
4686,2,4,207,615,99,247,24,62,68,60,39,31,25,16,34,52,21
4687,2,4,149,403,68,171,11,29,52,32,28,27,11,11,23,35,15
4688,2,4,147,416,61,195,15,55,53,45,23,17,16,11,24,39,16
4689,2,4,143,383,61,171,14,63,36,48,26,19,18,11,23,30,16
4690,2,3,117,338,37,133,17,28,38,26,15,8,22,5,21,29,9
4691,2,3,130,315,49,125,14,38,33,30,21,22,17,8,32,21,8
4692,2,4,182,487,80,224,19,58,63,37,32,26,24,11,20,32,19
4693,2,3,87,224,45,90,7,30,32,18,14,15,7,6,15,20,12
4694,2,4,105,317,46,125,11,51,39,35,20,12,13,8,20,12,13
4695,2,4,301,668,149,311,32,80,78,52,56,52,34,12,27,82,33
4696,2,3,111,316,35,116,13,38,26,24,21,6,14,8,22,28,17
4697,2,4,171,554,73,253,26,42,79,44,27,17,27,14,52,38,13
4698,2,5,252,649,132,253,22,107,82,73,50,49,47,11,31,27,27
4699,2,3,132,338,60,135,13,50,37,26,27,16,15,10,19,36,24
4700,2,4,243,558,119,233,26,85,66,56,42,45,31,10,46,36,20
4701,2,3,86,228,45,79,12,20,36,11,16,22,14,5,10,25,8
4702,2,3,136,346,58,158,15,53,45,42,18,13,16,10,17,21,15
4703,2,4,115,320,47,133,12,44,36,33,20,14,13,8,29,25,10
4704,2,4,186,516,67,200,21,91,58,64,24,14,27,14,28,30,17
4705,2,4,192,432,85,181,21,53,45,32,32,28,32,6,29,35,17
4706,2,3,95,303,33,134,11,31,32,20,15,8,17,7,21,16,12
4707,2,3,105,329,42,152,13,37,39,23,31,15,22,7,18,27,20
4708,2,5,202,593,72,239,30,95,65,91,50,16,31,15,36,27,17
4709,2,3,131,386,48,142,20,52,29,46,16,6,21,11,25,30,15
4710,2,3,79,213,41,95,10,28,29,12,16,13,11,5,15,14,10
4711,2,4,164,451,67,191,18,61,53,42,31,23,19,13,29,40,26
4712,2,3,94,233,50,95,12,25,27,21,23,19,13,7,17,29,7
4713,2,3,93,296,46,111,12,47,37,29,15,12,12,8,20,10,17
4714,2,3,62,182,16,71,8,23,25,23,17,5,10,5,10,11,6
4715,2,4,219,511,97,221,22,73,66,63,28,36,25,11,31,35,17
4716,2,2,37,158,11,55,4,11,14,12,13,3,5,4,7,1,9
4717,2,2,54,150,23,52,6,19,17,13,3,4,9,4,5,6,9
4718,2,4,187,503,68,214,20,64,63,48,25,16,21,15,27,30,28
4719,2,5,432,919,180,419,40,140,108,100,60,52,44,24,55,69,38
4720,2,4,219,635,85,225,28,105,68,61,50,37,33,15,21,54,27
4721,2,4,193,492,97,195,23,68,61,50,36,35,25,15,31,30,24
4722,2,2,68,182,31,72,9,20,20,8,6,6,10,4,15,16,13
4723,2,4,233,619,107,270,21,72,85,58,45,47,24,17,40,58,29
4724,2,3,89,313,27,121,15,37,45,24,19,6,16,9,16,17,8
4725,2,4,174,401,92,171,19,57,45,33,41,33,23,10,26,34,11
4726,2,4,240,593,89,276,25,86,74,42,33,30,27,17,39,51,35
4727,2,3,122,353,34,133,16,45,47,35,16,12,20,11,27,19,20
4728,2,4,153,380,66,149,16,38,43,53,21,31,22,7,21,43,11
4729,2,4,163,449,73,187,19,67,58,43,18,24,23,11,27,32,14
4730,2,3,143,459,57,170,20,43,57,54,22,28,25,13,34,24,10
4731,2,2,26,76,7,37,2,12,10,5,5,4,2,2,5,6,4
4732,2,4,154,438,64,177,19,41,51,36,25,26,19,12,41,38,21
4733,2,4,158,441,75,149,16,66,33,45,32,29,17,11,27,26,24
4734,2,3,131,347,54,137,18,50,32,31,16,21,22,6,16,21,23
4735,2,2,48,130,22,41,5,24,17,13,6,11,7,4,7,14,10
4736,2,3,81,214,34,91,5,19,25,16,14,6,7,4,13,17,15
4737,2,3,62,175,22,74,4,30,23,22,2,5,5,4,10,7,6
4738,2,3,122,410,49,155,13,43,49,43,25,15,16,9,28,20,20
4739,2,3,134,324,70,119,18,50,31,40,25,33,19,7,22,21,9
4740,2,4,167,467,69,150,21,63,44,62,39,44,25,13,28,30,16
4741,2,3,68,182,26,62,8,24,15,33,17,7,12,4,2,17,9
4742,2,4,184,481,80,207,24,39,72,43,34,23,34,8,40,43,18
4743,2,4,237,506,106,214,25,65,61,44,35,60,32,12,23,58,16
4744,2,2,58,177,24,75,6,2,6,5,0,10,10,3,1,0,0
4745,2,3,138,364,55,160,14,50,42,38,25,19,21,11,20,29,17
4746,2,4,139,424,53,154,17,48,39,31,29,20,19,12,39,24,27
4747,2,5,160,450,70,163,17,64,55,49,33,27,25,10,19,23,17
4748,2,2,105,296,48,109,15,48,36,37,19,28,23,4,21,26,8
4749,2,3,83,258,20,94,8,29,27,14,14,12,10,8,16,15,15
4750,2,2,35,77,10,32,3,8,12,7,6,4,4,2,8,8,0
4751,2,4,246,610,97,257,23,55,76,52,50,24,25,14,32,47,32
4752,2,4,132,334,63,147,13,41,44,36,22,29,16,9,30,28,6
4753,2,4,233,763,65,321,38,87,87,76,40,17,43,21,53,36,27
4754,2,5,313,697,163,286,30,102,83,67,46,48,37,18,36,61,24
4755,2,4,191,509,64,172,22,50,62,50,28,27,26,12,21,39,24
4756,2,4,193,543,70,202,27,67,60,70,33,20,38,13,36,48,18
4757,2,4,129,483,35,197,20,44,64,33,20,10,31,12,57,26,21
4758,2,4,159,368,66,162,17,55,46,33,24,23,22,8,19,40,16
4759,2,3,104,284,42,115,14,37,36,30,13,18,17,7,21,19,4
4760,2,3,177,407,86,184,22,50,49,39,22,25,24,10,18,52,13
4761,2,3,108,270,52,96,14,37,39,16,12,27,21,4,16,18,5
4762,2,4,150,387,66,160,17,42,46,32,33,27,17,11,16,43,21
4763,2,3,87,246,22,112,9,40,32,23,17,6,13,7,10,21,13
4764,2,4,169,409,76,150,17,47,57,39,35,36,25,8,15,47,10
4765,2,4,208,528,97,208,25,45,64,40,32,39,32,10,47,46,19
4766,2,5,259,653,115,303,33,72,89,60,41,36,40,13,41,79,26
4767,2,3,102,324,39,120,13,34,38,26,26,14,15,10,14,15,18
4768,2,3,246,546,128,227,22,76,70,46,45,53,26,13,39,52,28
4769,2,3,231,592,101,231,28,78,66,49,47,44,40,7,32,64,20
4770,2,5,160,405,83,124,18,54,41,41,29,38,21,8,32,21,10
4771,2,4,121,343,49,143,19,43,31,36,16,12,24,5,28,20,14
4772,2,3,106,240,62,102,12,40,31,18,21,24,16,5,23,21,6
4773,2,3,78,239,24,117,12,38,21,22,11,7,12,8,18,7,9
4774,2,3,98,242,41,85,10,18,26,14,22,19,16,6,21,35,15
4775,2,2,33,113,10,43,4,15,10,16,3,7,6,3,5,15,2
4776,2,3,189,502,70,213,23,71,43,37,23,30,28,11,25,40,34
4777,2,3,163,467,67,168,23,54,41,42,43,22,24,12,34,30,23
